ipen,determination,multiplication,hivernage,protectionHiv1,protectionHiv2,taxonFamille1,taxonControle,taxonBiblio,periodeDeSemis,idTaxon,secteur
TR 0 FRIBG 20160374,,,,,,Caryophyllaceae,,,,Dianthus arpadianus Ade et Bornm.,Rocaille 3
XX 0 FRIBG 10001053,,,,,,Caryophyllaceae,,,23 s,Dianthus barbatus L.,Système 3
CH 0 FRIBG 20040026,,,,,,Caryophyllaceae,,,,Dianthus carthusianorum L. subsp. carthusianorum,Alp. calcaire 6
CH 0 FRIBG 20040026,,,,,,Caryophyllaceae,,,,Dianthus carthusianorum L. subsp. carthusianorum,Pl. protégées
XX 0 FRIBG 19950159,"Thöni Erich Neyruz/ Schöpfer Josef, 1996",,,,,Caryophyllaceae,,,,Dianthus carthusianorum L. subsp. carthusianorum,Steppe val.
XX 0 FRIBG 10001054,,,,,,Caryophyllaceae,,,,Dianthus caryophyllus L.,Système 3
XX 0 FRIBG 10001055,,,,,,Caryophyllaceae,,,13 s,Dianthus chinensis L.,Système 3
MA 0 FRIBG 20030310,,,,,,Caryophyllaceae,,,,Dianthus cintranus Boiss. et Reuter,Rocaille 3
HU 0 FRIBG 20010320,,,,,,Caryophyllaceae,,,,Dianthus collinus Waldst. et Kit.,Système 3
FI 0 FRIBG 20130091,,,,,,Caryophyllaceae,,,,Dianthus deltoides L.,Alp. siliceux
XX 0 FRIBG 19860006,"Enz Peter, 1988",,,,,Caryophyllaceae,,,,Dianthus furcatus Balb.,Pl. médit.
XX 0 FRIBG 20160208,,,,,,Caryophyllaceae,,,,Dianthus giganteus d'Urv.,Système 3
XX 0 FRIBG 20110005,,,,,,Caryophyllaceae,,,,Dianthus glacialis Haenke,Pl. protégées
CH 0 Z 20171199,,,,,,Caryophyllaceae,,,,Dianthus glacialis Haenke,Alp. calcaire 6
XX 0 FRIBG 20090392,,,,,,Caryophyllaceae,,,,Dianthus haematocalix subsp. pindicola (Vierh.) Hayek,Rocaille 2
AT 0 FRIBG 20110114,,,,,,Caryophyllaceae,,,,Dianthus hyssopifolius L.,Alp. calcaire 4
IT 0 FRIBG 20030223,,,,,,Caryophyllaceae,,,,Dianthus hyssopifolius L.,Alp. calcaire 6
XX 0 FRIBG 20160121,,,,,,Caryophyllaceae,,,,Dianthus hyssopifolius L.,Système 3
XX 0 FRIBG 20040458,,,,,,Caryophyllaceae,,,,Dianthus knappii (Pant.) Borbás,Système 3
XX 0 FRIBG 20200081,Josef Schöpfer 2021,,,,,Caryophyllaceae,,,,Dianthus pavonius Tausch,Pl. médit.
XX 0 FRIBG 10001058,,,,,,Caryophyllaceae,,,,Dianthus petraeus Waldst. et Kit.,Pl. médit.
HU 0 FRIBG 20010321,,,,,,Caryophyllaceae,,,,Dianthus pontederae A. Kern,Rocaille 2
ES 0 IB 002381,,,,,,Caryophyllaceae,,,,"Dianthus pungens subsp. brachyanthus (Boiss.) B.Fern.Casas, G.Lopez et M.Lainz",Rocaille 2
IT 0 FRIBG 20150155,,,,,,Caryophyllaceae,,,,Dianthus seguieri Vill.,Alp. siliceux
AT 0 FRIBG 20020285,,,,,,Caryophyllaceae,,,,Dianthus sternbergii Sieber subsp. sternbergii,Rocaille 1
CH 0 FRIBG 20020682,,,,,,Caryophyllaceae,,,,Dianthus superbus L. s.l.,Pl. protégées
CH 0 FRIBG 20160565,,,,,,Caryophyllaceae,,,13 m,Dianthus superbus L. s.l.,Zone humide
CH 0 FRIBG 20060585,,,,,,Caryophyllaceae,,,,Dianthus superbus L. s.l.,Alp. calcaire 3
IT 0 FRIBG 20020318,,,,,,Caryophyllaceae,,,,Dianthus sylvestris subsp. longicaulis (Ten.) Greuter et Burdet,Rocaille 3
CH 0 FRIBG 20020667,"Clément Benoit, 2004",,,,,Caryophyllaceae,,,,Dianthus sylvestris Wulfen subsp. sylvestris,Steppe val.
CH 0 FRIBG 20020667,"Clément Benoit, 2004",,,,,Caryophyllaceae,,,,Dianthus sylvestris Wulfen subsp. sylvestris,Pl. protégées
CH 0 FRIBG 20020667,"Clément Benoit, 2004",,,,,Caryophyllaceae,,,,Dianthus sylvestris Wulfen subsp. sylvestris,Alp. calcaire 6
GR 0 P 2016g138,Josef Schöpfer 2021,,,,,Caryophyllaceae,,,,Dianthus viscidus Bory et Chaub.,Pl. médit.
TR 0 IB 007438,,,,,,Caryophyllaceae,,,,Dianthus webianus Vis.,Rocaille 3
XX 0 RAMB 52454,,,,,,Papaveraceae,,,,Dicentra formosa (Andrews) Walp.,Rocaille 2
XX 0 MJG 19-69590,,,,,,Papaveraceae,,,02 s,Dicranostigma leptopodum (Maxim.) Fedde,Système 3
XX 0 FRIBG 10001059,"Clément Benoit, 2002",,,,,Rutaceae,,,,Dictamnus albus L.,Steppe val.
XX 0 FRIBG 10002566,"Clément Benoit, 2002",,,,,Rutaceae,,,,Dictamnus albus L.,Pl. protégées
XX 0 FRIBG 10002741,,,,,,Rutaceae,,,,Dictamnus albus L.,Système 3
PK 0 FRIBG 20130063,,,,,,Plumbaginaceae,,,,Dictyolimon macrorrhabdos (Boiss.) Rech. f.,Bacs tuf
XX 0 FRIBG 10003187,,,,,,Gesneriaceae,,,,Dicyrta warscewicziana Regel,Serre 4
XX 0 FRIBG 10003188,,Bouture,,,,Araceae,,,,Dieffenbachia amoena Gentil,Serre 4
XX 0 FRIBG 10003189,,Bouture,,,,Araceae,,,,Dieffenbachia seguine (Jacq.) Schott 'Jenmannii',Serre 4
XX 0 FRIBG 10003190,,Bouture,,,,Araceae,,,,Dieffenbachia seguine (Jacq.) Schott 'Picturata',Serre 4
XX 0 FRP 26109,,,,,,Iridaceae,,,,Dierama igneum Klatt,Géophytes
XX 0 FRIBG 20030218,,,Orangerie,,,Iridaceae,,,,Dierama pendulum (L. f.) Baker,Géophytes
XX 0 FRIBG 20160201,,,,,,Caprifoliaceae,,,,Diervilla sessilifolia Buckley 'Cool Splash',Système 1
IT 0 FRIBG 20010344,,,,,,Plantaginaceae,,,,Digitalis ferruginea L.,Rocaille 1
CH 0 FRIBG 20020640,"Clément Benoit, 2007",,,,,Plantaginaceae,,,,Digitalis grandiflora Mill.,Pl. protégées
CH 0 FRIBG 20020640,"Clément Benoit, 2007",,,,,Plantaginaceae,,,,Digitalis grandiflora Mill.,Alp. calcaire 6
CH 0 FRIBG 20020640,"Clément Benoit, 2007",,,,,Plantaginaceae,,,23 s,Digitalis grandiflora Mill.,Système 1
XX 0 FRIBG 10000111,,,,,,Plantaginaceae,,,23 s,Digitalis lanata Ehrh.,Médicinal
XX 0 FRIBG 19890162,"Bollinger Susanne, 1995",,,,,Plantaginaceae,,,,Digitalis lutea L.,Pl. protégées
CH 0 FRIBG 20050002,"Sciboz Jacques, 2005",,,,,Plantaginaceae,,,23 s,Digitalis lutea L.,Système 1
CH 0 FRIBG 20050002,"Sciboz Jacques, 2005",,,,,Plantaginaceae,,,,Digitalis lutea L.,Alp. calcaire 2
ES 0 KL 2016/3852,,,,,,Plantaginaceae,,,,Digitalis obscura L.,Système 1
DE 0 FRIBG 20031228,,,,,,Plantaginaceae,,,23 s,Digitalis purpurea L.,Système 1
DE 0 FRIBG 20031228,,,,,,Plantaginaceae,,,,Digitalis purpurea L.,Médicinal
XX 0 FRIBG 10000113,,,,,,Poaceae,,,16,Digitaria sanguinalis (L.) Scop.,Système 4
,,,,,,Asteraceae,,,,Dimorphotheca ecklonis DC.,Système 1
XX 0 FRIBG 20080497,,,,,,Droseraceae,,,,Dionaea muscipula J. Ellis,Carnivore
XX 0 FRIBG 10000293,,,,,,Dioscoreaceae,,,,Dioscorea bulbifera L.,Serre 5
XX 0 FRIBG 19730527,,,,,,Dioscoreaceae,,,05 g,Dioscorea sylvatica (Kunth) Eckl.,Serre 1 S-Afr.
XX 0 FRIBG 19760001,"Mölders Wolfgang, 1990",,,,,Ebenaceae,,,,Diospyros kaki L. f.,Pl. médit.
XX 0 FRIBG 19930355,,,,,,Ebenaceae,,,,Diospyros kaki L. f.,Mur
XX 0 FRIBG 20030840,,,,,,Ebenaceae,,,,Diospyros lotus L. Femelle,Système 2
XX 0 FRIBG 20030899,,,,,,Brassicaceae,,,,Diplotaxis tenuifolia (L.) DC.,Système 3
XX 0 FRIBG 20030899,,,,,,Brassicaceae,,,,Diplotaxis tenuifolia (L.) DC.,Mur
CH 0 FRIBG 20190395,Sciboz J.,,,,,Caprifoliaceae,,,18,Dipsacus fullonum L.,Système 1
XX 0 FRIBG 10001069,"Enz Peter, 1991",,,,,Caprifoliaceae,,,18,Dipsacus sativus (L.) Honck.,Système 1
XX 0 FRIBG 20050227,,,,,,Sapindaceae,,,,Dipteronia sinensis Oliv.,Fougères
XX 0 FRIBG 20170019,,,,,,Orchidaceae,,,,Disa graminifolia Ker Gawl.,Serre froide
XX 0 FRIBG 10003191,,,,,,Apocynaceae,,,,Dischidia bengalensis Colebr.,Serre 2
GT 0 FRIBG 20060283,,,,,,Cactaceae,,,,Disocactus eichlamii (Weing.) Britton & Rose,Serre 4
XX 0 FRIBG 20170053,,,,,,Orchidaceae,,,,Diuris amplissima D.L.Jones,Serre froide
XX 0 FRIBG 20170054,,,,,,Orchidaceae,,,,Diuris behrii Schltdl.,Serre froide
XX 0 FRIBG 20170066,,,,,,Orchidaceae,,,,Diuris brevifolia x aurea,Serre froide
XX 0 FRIBG 20170029,,,,,,Orchidaceae,,,,Diuris drummondii Lindl.,Serre froide
XX 0 FRIBG 20170031,,,,,,Orchidaceae,,,,Diuris orientis D.L.Jones,Serre froide
XX 0 FRIBG 20170049,,,,,,Orchidaceae,,,,Diuris recurva D.L.Jones,Serre froide
XX 0 FRIBG 20170022,,,,,,Orchidaceae,,,,Diuris sulphurea R.Br.,Serre froide
XX 0 FRIBG 19960347,,,,,,Primulaceae,,,,Dodecatheon meadia L.,Géophytes
XX 0 FRIBG 20100081,,,,,,Primulaceae,,,,Dodecatheon pulchellum subsp. cusickii (Greene) Calder,Géophytes
SK 0 FRIBG 20020286,,,,,,Asteraceae,,,,Doronicum austriacum Jacq.,Rocaille 2
CH 0 G 20130983,,,,,,Asteraceae,,,,Doronicum clusii (All.) Tausch,Alp. siliceux
XX 0 FRIBG 20010103,,,,,,Asteraceae,,,,Doronicum columnae Ten.,Rocaille 2
CH 0 FRIBG 20090384,"Clément Benoit, 2002",,,,,Asteraceae,,,,Doronicum grandiflorum Lam.,Pl. protégées
CH 0 FRIBG 20160501,,,,,,Asteraceae,,,,Doronicum grandiflorum Lam.,Alp. calcaire 5
XX 0 FRIBG 20050464,,,,,,Asteraceae,,,,Doronicum pardalianches L.,Pl. protégées
XX 0 FRIBG 10001072,,,,,,Aizoaceae,,,13 s,Dorotheanthus bellidiformis (Burm. ) N.E. Br.,Système 3
XX 0 FRIBG 10000458,,,,,,Moraceae,,,,Dorstenia contrajerva L.,Serre 4
XX 0 FRIBG 10003192,,Bouture,,,,Moraceae,,,,Dorstenia massoni Bur.,Serre 4
XX 0 FRIBG 19770007,,,,,,Moraceae,,,,Dorstenia turneraefolia Fisch et May,Serre 4
XX 0 FRIBG 19780004,,,,,,Moraceae,,,,Dorstenia urceolata Schott 'Variegata',Serre 4
AT 0 WU 110357,,,,,,Fabaceae,,,,Dorycnium germanicum Rikli.,Système 2
XX 0 FRIBG 10001075,,,,,,Salicaceae,,,,Dovyalis caffra Hook. f.,Serre 1 S-Afr.
XX 0 FRIBG 19900331,"Thöni Erich Neyruz/ Schöpfer Josef, 1999",,,,,Brassicaceae,,,,Draba aizoides L.,Alp. calcaire 3
XX 0 FRIBG 10003046,"Thöni Erich Neyruz/ Schöpfer Josef, 1999",,,,,Brassicaceae,,,,Draba aizoides L.,Pl. protégées
CH 0 FRIBG 20050399,"Clément Benoit, 2007",,,,,Brassicaceae,,,,Draba aizoides L.,Pl. protégées
IT 0 FRIBG 20150167,,,,,,Brassicaceae,,,,Draba dubia Suter,Alp. calcaire 5
XX 0 FRIBG 19840001,"Enz Peter, 1988",,,,,Brassicaceae,,,,Draba dubia Suter,Alp. calcaire 6
IT 0 FRIBG 20040474,,,,,,Brassicaceae,,,,Draba fladnizensis Wulfen,Bacs tuf
MA 0 IB 001414,,,,,,Brassicaceae,,,,Draba hispanica Boiss.,Rocaille 3
CH 0 G 20140793,,,,,,Brassicaceae,,,,Draba hoppeana Rchb.,Alp. calcaire 4
XX 0 FRIBG 19900748,"Pater Schmid Alois, 1993",,,,,Brassicaceae,,,,Draba incana L.,Alp. calcaire 3
XX 0 FRIBG 19900748,"Pater Schmid Alois, 1993",,,,,Brassicaceae,,,,Draba incana L.,Pl. protégées
XX 0 FRIBG 20010376,,,,,,Brassicaceae,,,,Draba kitadakensis Koidz,Rocaille 2
XX 0 G 20150085,,,,,,Brassicaceae,,,,Draba magellanica Lam.,Rocaille 3
FR 0 FRIBG 20160639,,,,,,Brassicaceae,,,23 s,Draba muralis L.,Système 3
XX 0 FRIBG 19950252,,,,,,Brassicaceae,,,,Draba olympica Sibth.,Pl. médit.
RU 0 IB 008929,,,,,,Brassicaceae,,,,Draba rigida var. bryoides (DC.) Boiss.,Rocaille 3
XX 0 FRIBG 20010375,,,,,,Brassicaceae,,,,Draba sakuraii Makino,Rocaille 2
CH 0 FRIBG 20080424,,,,,,Brassicaceae,,,,Draba tomentosa Clairv.,Pl. protégées
XX 0 FRIBG 10001079,,,,,,Asparagaceae,,,,Dracaena draco (L.) L.,Serre 1 N-Afr.
XX 0 FRIBG 20170135,,,,,,Lamiaceae,,,,Dracocephalum austriacum L.,Pl. protégées
XX 0 FRIBG 20170135,,,,,,Lamiaceae,,,,Dracocephalum austriacum L.,Steppe val.
XX 0 FRIBG 20140560,,,,,,Lamiaceae,,,13 s,Dracocephalum moldavicum L.,Système 1
XX 0 FRIBG 10000115,,,,,,Lamiaceae,,,,Dracocephalum ruyschiana L.,Pl. protégées
XX 0 FRIBG 20000332,,,,,,Orchidaceae,,,,Dracula chestertonii (Rchb. f.) Luer,Serre 2
XX 0 FRIBG 10002942,,,,,,Asparagaceae,,,,Drimia maritima (L.) Stearn,Serre 1 N-Afr.
IT 0 FRIBG 20010403,,,,,,Asparagaceae,,,,Drimia undata Stearn,Serre 1 N-Afr.
XX 0 FRIBG 20100358,,,,,,Droseraceae,,,,Drosera binata Labill.,Carnivore
XX 0 FRIBG 20040508,,,,,,Droseraceae,,,,Drosera capensis L.,Carnivore
FR 0 NCY 201331198W,,,,,,Droseraceae,,,,Drosera intermedia Hayne,Carnivore
XX 0 FRIBG 20140387,,,,,,Droseraceae,,,,Drosera pulchella x ericksoniae,Carnivore
AT 0 FRIBG 20100052,,,,,,Droseraceae,,,,Drosera rotundifolia L.,Pl. protégées
DE 0 BONN 16284,,,,,,Droseraceae,,,,Drosera rotundifolia L.,Carnivore
XX 0 STUTZ 000909,,,,,,Droseraceae,,,,Drosera spathulata Labill.,Carnivore
XX 0 FRIBG 20140390,,,,,,Droseraceae,,,,Drosera × badgerupii Cheek,Carnivore
XX 0 STUTZ 000962,,,,,,Drosophyllaceae,,,,Drosophyllum lusitanicum (L.) Link,Carnivore
XX 0 FRIBG 10001093,,,,,,Rosaceae,,,,Dryas drummondii Hook.,Rocaille 1
CH 0 FRIBG 20080435,,,,,,Rosaceae,,,,Dryas octopetala L.,Alp. calcaire 3
XX 0 FRIBG 20040454,,,,,,Polypodiaceae,,,,Dryopteris affinis (Lowe) Fraser-Jenk.,Fougères
IT 0 G 19996290,,,,,,Polypodiaceae,,,,Dryopteris affinis (Lowe) Fraser-Jenk.,Alp. siliceux
XX 0 FRIBG 20140525,,,,,,Polypodiaceae,,,,Dryopteris affinis (Lowe) Fraser-Jenk.,Système 4
XX 0 FRIBG 20020337,,,,,,Polypodiaceae,,,,Dryopteris carthusiana (Vill.) H.P. Fuchs,Fougères
CH 0 FRIBG 19950096,"Kozlowski Gregor, 1995",,,,,Polypodiaceae,,,,Dryopteris carthusiana (Vill.) H.P. Fuchs,Alp. siliceux
XX 0 FRIBG 20060410,,,,,,Polypodiaceae,,,,Dryopteris clintoniana (D.C. Eat.) Dowell,Fougères
CH 0 FRIBG 19980527,"Clément Benoit, 2002",,,,,Polypodiaceae,,,,Dryopteris cristata (L.) A. Gray,Pl. protégées
CH 0 FRIBG 20020546,"Clément Benoit, 2002",,,,,Polypodiaceae,,,,Dryopteris dilatata (Hoffm.) A. Gray,Alp. siliceux
XX 0 FRIBG 20020338,,,,,,Polypodiaceae,,,,Dryopteris dilatata (Hoffm.) A. Gray,Fougères
XX 0 FRIBG 10001095,,,,,,Polypodiaceae,,,,Dryopteris filix-mas (L.) Schott,Fougères
XX 0 FRIBG 10002568,,,,,,Polypodiaceae,,,,Dryopteris filix-mas (L.) Schott,Alp. calcaire 1
XX 0 FRIBG 10002568,,,,,,Polypodiaceae,,,,Dryopteris filix-mas (L.) Schott,Système 4
XX 0 FRIBG 10002568,,,,,,Polypodiaceae,,,,Dryopteris filix-mas (L.) Schott,Alp. siliceux
XX 0 FRIBG 10002568,,,,,,Polypodiaceae,,,,Dryopteris filix-mas (L.) Schott,Alp. calcaire 2
XX 0 FRIBG 20020329,,,,,,Polypodiaceae,,,,Dryopteris remota (Döll) Druce,Fougères
CH 0 FRIBG 20170485,,,,,,Rosaceae,,,,Duchesnea indica (Jacks.) Focke,Système 2
XX 0 FRIBG 20120316,,,,,,Apocynaceae,,,,Duvalia modesta N.E. Br.,Multiplication
XX 0 FRIBG 19730248,,,,,,Bromeliaceae,,,,Dyckia rariflora Schult. et Schult. f.,Serre 1 Am.
XX 0 FRIBG 19730502,,,,,,Bromeliaceae,,,,Dyckia sulphurea C. Koch,Serre 1 Am.
XX 0 FRIBG 10000100,,,,,,Amaranthaceae,,,17 s,Dysphania ambrosioides (L.) Mosyakin & Clemants,Médicinal
XX 0 FRIBG 10001097,,,Couches,,,Cucurbitaceae,,,16 s,Ecballium elaterium (L.) A. Rich.,Système 2
XX 0 FRIBG 10001097,,Semis,,,,Cucurbitaceae,,,16 s,Ecballium elaterium (L.) A. Rich.,Mur
,,,,,,Bignoniaceae,,,14 s,Eccremocarpus scaber Ruiz et Pav.,Système 1
VE 0 FRIBG 19980374,,,,,,Crassulaceae,,,,Echeveria bicolor (Kunth) E. Walther,Serre 1 Am.
XX 0 FRIBG 19730514,,,,,,Crassulaceae,,,,Echeveria coccinea (Cav.) DC.,Serre 1 Am.
XX 0 FRIBG 20190383,,,,,,Crassulaceae,,,,"Echeveria cuicatecana J.Reyes, Joel Pérez & Brachet",Multiplication
XX 0 FRIBG 19730512,,,,,,Crassulaceae,,,,Echeveria elegans Rose,Multiplication
XX 0 Z 20032145,,,,,,Crassulaceae,,,,Echeveria laui Moran & J.Meyrán,Serre 1 Am.
XX 0 FRIBG 19730508,,,,,,Crassulaceae,,,,Echeveria leucotricha J.A. Purpus,Serre 1 Am.
XX 0 FRIBG 20120347,,,,,,Crassulaceae,,,,Echeveria setosa Moran var. minor,Serre 1 Am.
XX 0 FRIBG 19730511,,,,,,Crassulaceae,,,,Echeveria x pulchella A. Berger,Serre 1 Am.
XX 0 FRIBG 19730515,,,,,,Crassulaceae,,,,Echeveria x titubanus,Serre 1 Am.
XX 0 FRIBG 20120317,,,,,,Apocynaceae,,,,Echidnopsis cereiformis Hook f.,Serre 1 N-Afr.
XX 0 FRIBG 20100129,,,,,,Asteraceae,,,,Echinacea pallida (Nutt.) Nutt.,Médicinal
XX 0 FRIBG 20010157,"Sciboz Jacques, 2004",,,,,Asteraceae,,,,Echinacea purpurea (L.) Moench,Système 1
XX 0 FRIBG 20120280,,,,,,Cactaceae,,,,Echinocactus grusonii Hildm. var. brevispinus,Serre 1 Am.
XX 0 FRIBG 19730177,,,,,,Cactaceae,,,,Echinocactus grusonii Hildmann,Serre 1 Am.
XX 0 FRIBG 20120279,,,,,,Cactaceae,,,,Echinocactus grusonii Hildmann,Serre 1 Am.
XX 0 FRIBG 20110454,,,,,,Cactaceae,,,,Echinocactus grusonii Hildmann,Multiplication
MX 0 FRIBG 19730045,,,,,,Cactaceae,,,,Echinocactus platyacanthus Link et Otto var. platyacanthus,Serre 1 Am.
XX 0 FRIBG 19730055,,,,,,Cactaceae,,,,Echinocereus blanckii (Poselg.) Palme19r,Serre 1 Am.
US 0 FRIBG 20070363,,,,,,Cactaceae,,,,Echinocereus engelmanni (Parry) Lem.,Bacs tuf
XX 0 FRIBG 20110435,,,,,,Cactaceae,,,,Echinocereus knippelianus var. kruegeri (Glass et R.A. Foster) Glass.,Serre 1 Am.
XX 0 FRIBG 20110498,,,,,,Cactaceae,,,,Echinocereus salm-dyckianus Scheer,Multiplication
US 0 FRIBG 20170231,,,,,,Cactaceae,,,,Echinocereus triglochidiatus Engelm.,Bacs tuf
XX 0 FRIBG 20070490,,,,,,Cactaceae,,,,Echinocereus viereckii var. morricalii (Riha) N.P. Taylor,Serre 1 Am.
XX 0 FRIBG 19990315,Soc. cactéophiles Frib. 2001,,,,,Cactaceae,,,,Echinocereus viereckii Werderm.,Serre 1 Am.
XX 0 FRIBG 10000116,,,,,,Poaceae,,,16,Echinochloa crus-galli (L.) P. Beauv.,Système 4
XX 0 FRIBG 10000328,,Division,,,,Alismataceae,,,,Echinodorus grandiflorus Micheli fo. floribundus,Serre 4
XX 0 FRIBG 10000052,,,,,,Asteraceae,,,,Echinops sphaerocephalus L.,Système 1
XX 0 FRIBG 20120268,,,,,,Cactaceae,,,,Echinopsis atacamensis subsp. pasacana (F.A.C. Weber) G. Navarro,Serre 1 Am.
XX 0 FRIBG 20070497,,,,,,Cactaceae,,,,Echinopsis aurea Britton et Rose,Serre 1 Am.
XX 0 FRIBG 19730036,,,,,,Cactaceae,,,,Echinopsis candicans (Salm-Dyck) D.R. Hunt,Serre 1 Am.
XX 0 FRIBG 20110436,,,,,,Cactaceae,,,,Echinopsis chiloensis (Colla) Friedrich et G.D. Rowley,Serre 1 Am.
XX 0 FRIBG 20110437,,,,,,Cactaceae,,,,Echinopsis mamillosa Gürke,Serre 1 Am.
XX 0 FRIBG 20120282,,,,,,Cactaceae,,,,Echinopsis sp.,Serre 1 Am.
XX 0 FRIBG 20120283,,,,,,Cactaceae,,,,Echinopsis sp.,Serre 1 Am.
XX 0 FRIBG 20110455,,,,,,Cactaceae,,,,Echinopsis spachina,Multiplication
XX 0 FRIBG 20120269,,,,,,Cactaceae,,,,Echinopsis strigosa (Salm-Dyck) Friedrich et G.D. Rowely,Serre 1 Am.
XX 0 FRIBG 20020603,,,,,,Fabaceae,,,,Echinospartum horridum (Vahl) Rothm.,Rocaille 3
XX 0 FRIBG 10002995,,,,,,Fabaceae,,,,Echinospartum horridum (Vahl) Rothm.,Cour
PT 0 KL 2014/3360,,,,,,Boraginaceae,,,,Echium candicans L. f.,Pl. médit.
XX 0 FRIBG 20010253,,,,,,Boraginaceae,,,,Echium lusitanicum L. subsp. lusitanicum,Pl. médit.
RU 0 M 2009/2626,,,,,,Boraginaceae,,,18,Echium russicum J.F. Gmel.,Système 1
CH 0 FRIBG 19890884,,,,,,Boraginaceae,,,18,Echium vulgare L.,Système 1
CH 0 FRIBG 19890884,,,,,,Boraginaceae,,,,Echium vulgare L.,Steppe val.
ES 0 FRIBG 20000369,,,Orangerie,,,Boraginaceae,,,37 g,Echium wildpretii Hook. f.,Pl. médit.
ES 0 FRIBG 20000369,,,Orangerie,,,Boraginaceae,,,36 g,Echium wildpretii Hook. f.,Pl. d'orangerie
ES 0 FRIBG 20000369,,,,,,Boraginaceae,,,36 g,Echium wildpretii Hook. f.,Serre 1 Canar.
XX 0 FRIBG 20010096,"Clément Benoit, 2001",,,,,Thymelaeaceae,,,,Edgeworthia papyrifera Siebold et Zucc.,Rocaille 1
XX 0 KL 2012/1319,,,,Châssis,,Campanulaceae,,,,Edraianthus dalmaticus (A. DC.) A. DC.,Pl. médit.
XX 0 BAS 21/80,,,Serre 4,,,Pontederiaceae,,,,Eichhornia crassipes (Mart.) Solms,Serre 4
XX 0 BAS 21/80,,,,,,Pontederiaceae,,,,Eichhornia crassipes (Mart.) Solms,Serre 5
XX 0 FRIBG 20150348,,,,,,Elaeagnaceae,,,,Elaeagnus angustifolia L.,Système 2
XX 0 FRIBG 10001106,,,,,,Elaeagnaceae,,,,Elaeagnus pungens Thunb. 'Maculata',Entrée Musée
XX 0 FRIBG 10001107,,,,,,Elaeagnaceae,,,,Elaeagnus umbellata Thunb.,Pourtour engazonné du système
CH 0 FRIBG 20070464,"Clément Benoit, 2007",,,,,Cyperaceae,,,,Eleocharis palustris (L.) Roem. et Schult.,Alp. calcaire 5
XX 0 FRIBG 20030501,,,,,,Cyperaceae,,,,Eleocharis quinqueflora (Hartmann) O. Schwarz,Zone humide
IT 0 FRIBG 20031163,,,,,,Cyperaceae,,,,Eleocharis quinqueflora (Hartmann) O. Schwarz,Zone humide
XX 0 FRIBG 19780005,,Division,,,,Cyperaceae,,,,Eleocharis vivipara Link,Serre 4
XX 0 FRIBG 20040271,,,,,,Zingiberaceae,,,,Elettaria cardamomum (L.) Maton,Serre 5
XX 0 FRIBG 20060485,,,,,,Zingiberaceae,,,05 g,Elettaria major Sm.,Serre 5
XX 0 FRIBG 10000117,,,,,,Poaceae,,,14 s,Eleusine coracana (L.) Gaertn.,Système 4
XX 0 FRIBG 20060297,,,,,,Araliaceae,,,,Eleutherococcus senticosus (Rupr. et Maxim.) Maxim.,Médicinal
XX 0 FRIBG 10000480,,,,,,Araliaceae,,,,Eleutherococcus setchuenensis (Harms) Sakai s.l.,Système 1
CH 0 FRIBG 19980372,,Division,Serre 2,,,Hydrocharitaceae,,,,Elodea canadensis Michx.,Pl. d'orangerie
XX 0 FRIBG 10001110,,,,,,Lamiaceae,,,,Elsholtzia stauntoni Benth.,Système 1
XX 0 FRIBG 10003627,"Sciboz J., 23.06.21",,,,,Poaceae,,,,Elymus caninus (L.) L.,Système 4
CH 0 FRIBG 20020463,,,,,,Cyperaceae,,,,Elyna myosuroides (Vill.) Fritsch,Alp. calcaire 6
XX 0 STGAL 11/2006,,,,,,Asteraceae,,,16 s,Emilia coccinea (Sims) G. Don,Système 1
XX 0 FRIBG 10001111,,,,,,Ericaceae,,,,Empetrum nigrum subsp. hermaphroditum (Hagerup) Böcher,Alp. siliceux
XX 0 FRIBG 19730249,,,Orangerie,,,Zamiaceae,,,,Encephalartos ferox G. Bertol.,Pl. d'orangerie
XX 0 FRIBG 19870596,,,,,,Orchidaceae,,,,Encyclia baculus Dres. et Poll.,Serre 2
MX 0 FRIBG 19870567,,,,,,Orchidaceae,,,,Encyclia cochleata Lemée,Serre 2
XX 0 FRIBG 19990286,"Rion Francois Dept. Biologie, 2002",,,,,Orchidaceae,,,,Encyclia Hybr. 'Cordoba',Serre 2
XX 0 FRIBG 20190305,,Division,Orangerie,,,Musaceae,,,,Ensete lasiocarpum (Franch.) Cheesman,Pl. d'orangerie
XX 0 FRIBG 20170258,,,,,,Ephedraceae,,,,Ephedra fragilis Desf. s.l. Femelle,Système 4
CH 0 FRIBG 19900592,"Schöpfer Josef, 2001",,,,,Ephedraceae,,,,Ephedra helvetica C.A. Mey.,Steppe val.
XX 0 FRIBG 10003047,,,,,,Ephedraceae,,,,Ephedra helvetica C.A. Mey.,Pl. protégées
XX 0 FRIBG 10003047,,,,,,Ephedraceae,,,,Ephedra helvetica C.A. Mey.,Médicinal
XX 0 Z 20100605,,,,,,Orchidaceae,,,,Epidendrum schlechterianum Ames,Serre 2
XX 0 Z 20100605,,,,,,Orchidaceae,,,,Epidendrum schlechterianum Ames,Serre 4
XX 0 FRIBG 10001114,"Sciboz J., 2014",,,,,Onagraceae,,,,Epilobium angustifolium L.,Système 3
XX 0 FRIBG 10002572,"Clément Benoit, 2002",,,,,Onagraceae,,,,Epilobium angustifolium L.,Alp. siliceux
