;ipen;determination;multiplication;hivernage;protectionHiv1;protectionHiv2;taxonFamille1;taxonControle;taxonBiblio;periodeDeSemis;idTaxon;secteur;matched_name;fuzzy_match_score;Inventaire FRIBG;is_approximate_match;is_synonym;nomenclature_code;score;search_string;taxon.flags;taxon.is_suppressed;taxon.is_suppressed_from_synth;taxon.name;taxon.ott_id;taxon.rank;taxon.source;taxon.synonyms;taxon.tax_sources;taxon.unique_name;_merge;ott_id;organism_otol_kingdom;organism_otol_phylum;organism_otol_class;organism_otol_order;organism_otol_family;organism_otol_genus;organism_otol_species;organism_otol_unique_name;organism_otol_kingdom_ott_id_ott_id;organism_otol_phylum_ott_id;organism_otol_class_ott_id;organism_otol_order_ott_id;organism_otol_family_ott_id;organism_otol_genus_ott_id;organism_otol_species_ott_id;flags;rank;names_pipe_separated;wikidataId;wd_taxa_qid
;XX 0 UNKAR 2011-5717;;;;;;Caricaceae;;;05 g;Carica papaya L.;Serre 5;Carica papaya;95;carica papaya;False;False;ICN;1;carica papaya;[];False;False;Carica papaya;429474;species;ott3.3draft1;['Carica bourgeaei', 'Carica citriformis', 'Carica cubensis', 'Carica hermaphrodita', 'Carica jamaicensis', 'Carica jimenezii', 'Carica mamaya', 'Carica papaya bady', 'Carica papaya jimenezii', 'Carica papaya portoricensis', 'Carica peltata', 'Carica pinnatifida', 'Carica portoricensis', 'Carica posoposa', 'Carica rochefortii', 'Carica sativa', 'Papaya bourgeaei', 'Papaya carica', 'Papaya cimarrona', 'Papaya citriformis', 'Papaya communis', 'Papaya cubensis', 'Papaya cucumerina', 'Papaya edulis', 'Papaya hermaphrodita', 'Papaya papaya', 'Papaya peltata', 'Papaya rochefortii', 'Papaya sativa', 'Papaya vulgaris', 'Vasconcellea peltata'];['ncbi:3649', 'gbif:2874484', 'irmng:10591092'];Carica papaya;both;429474;Archaeplastida;Streptophyta;Magnoliopsida;Brassicales;Caricaceae;Carica;;Carica papaya;5268475;916750;99252;8844;429480;429479;;[];species;Carica papaya;http://www.wikidata.org/entity/Q34887;Q34887
;XX 0 FRIBG 19890794;;;;;;Cyclanthaceae;;;;Carludovica palmata Ruiz et Pav.;Serre 5;Carludovica palmata;90;carludovica palmata;False;False;ICN;1;carludovica palmata;[];False;False;Carludovica palmata;531477;species;ott3.3draft1;['Carludovica gigantea', 'Carludovica humilis', 'Carludovica incisa', 'Carludovica jamaicensis', 'Carludovica palmata humilis', 'Carludovica serrata', 'Ludovia palmata', 'Salmia jamaicensis', 'Salmia palmata'];['ncbi:108411', 'gbif:2860922', 'irmng:10214167'];Carludovica palmata;both;531477;Archaeplastida;Streptophyta;Magnoliopsida;Pandanales;Cyclanthaceae;Carludovica;;Carludovica palmata;5268475;916750;99252;17708;998627;531475;;[];species;;;
;XX 0 FRIBG 20130168;;;;;;Celastraceae;;;;Catha edulis Forssk.;Serre 5;Catha edulis;90;catha edulis;False;False;ICN;1;catha edulis;[];False;False;Catha edulis;282743;species;ott3.3draft1;['Catha forskalii', 'Catha glauca', 'Catha inermis', 'Celastrus edulis', 'Celastrus tsaad', 'Dillonia abyssinica', 'Hartogia thea', 'Methyscophyllum glaucum', 'Trigonotheca serrata'];['ncbi:123405', 'gbif:7979745', 'irmng:10202236'];Catha edulis;both;282743;Archaeplastida;Streptophyta;Magnoliopsida;Celastrales;Celastraceae;Catha;;Catha edulis;5268475;916750;99252;841511;601168;282734;;[];species;Catha edulis;http://www.wikidata.org/entity/Q207642;Q207642
;XX 0 FRIBG 10000288;;;;;;Apocynaceae;;;;Catharanthus roseus (L.) G. Don. (rosa);Serre 5;Catharanthus roseus;90;catharanthus roseus;False;False;ICN;1;catharanthus roseus;[];False;False;Catharanthus roseus;524094;species;ott3.3draft1;['Ammocallis rosea', 'Lochnera rosea', 'Lochnera rosea flava', 'Pervinca rosea', 'Vinca gulielmi-waldemarii', 'Vinca rosea', 'Vinca rosea albiflora', 'Vinca speciosa'];['ncbi:4058', 'gbif:3169830', 'irmng:11252152'];Catharanthus roseus;both;524094;Archaeplastida;Streptophyta;Magnoliopsida;Gentianales;Apocynaceae;Catharanthus;;Catharanthus roseus;5268475;916750;99252;524062;524059;524057;;[];species;Catharanthus roseus;http://www.wikidata.org/entity/Q161093;Q161093
no leaves;MG 0 FRIBG 20010178;;;;;;Malvaceae;;;;Ceiba pentandra (L.) Gaertn.;Serre 5;Ceiba pentandra;90;ceiba pentandra;False;False;ICN;1;ceiba pentandra;[];False;False;Ceiba pentandra;987976;species;ott3.3draft1;['Bombax aculeatum', 'Bombax cumanense', 'Bombax guineensis', 'Bombax mompoxense', 'Bombax occidentale', 'Bombax orientale', 'Bombax pentandrum', 'Bombax plumosum', 'Ceiba anfractuosa', 'Ceiba caribaea', 'Ceiba casearia', 'Ceiba guineensis', 'Ceiba occidentalis', 'Ceiba pentandra albolana', 'Ceiba pentandra caribaea', 'Ceiba pentandra grisea', 'Ceiba pentandra indica', 'Ceiba thonningii', 'Eriodendron anfractuosum', 'Eriodendron anfractuosum caribaeum', 'Eriodendron anfractuosum guianense', 'Eriodendron caribaeum', 'Eriodendron guineense', 'Eriodendron occidentale', 'Eriodendron orientale', 'Eriodendron pentandrum', 'Gossampinus alba', 'Gossampinus rumphii', 'Xylon pentandrum'];['ncbi:193163', 'gbif:5406697', 'irmng:10896276'];Ceiba pentandra;both;987976;Archaeplastida;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Ceiba;;Ceiba pentandra;5268475;916750;99252;229284;279960;187581;;[];species;Ceiba pentandra;http://www.wikidata.org/entity/Q138617;Q138617
;XX 0 FRIBG 10003195;;;;;;Apiaceae;;;;Centella asiatica (L.) Urb.;Serre 5;Centella asiatica;90;centella asiatica;False;False;ICN;1;centella asiatica;[];False;False;Centella asiatica;49599;species;ott3.3draft1;['Centella asiatica boninensis', 'Centella asiatica crispata', 'Centella asiatica cristata', 'Centella boninensis', 'Centella cordifolia', 'Chondrocarpus asiaticus', 'Glyceria asiatica', 'Hydrocotyle artensis', 'Hydrocotyle asiatica', 'Hydrocotyle asiatica crispata', 'Hydrocotyle asiatica hebecarpa', 'Hydrocotyle asiatica lunata', 'Hydrocotyle asiatica pedunculata', 'Hydrocotyle asiatica subrepanda', 'Hydrocotyle asiatica subsessilis', 'Hydrocotyle brasiliensis', 'Hydrocotyle brevipedata', 'Hydrocotyle cordifolia', 'Hydrocotyle dentata', 'Hydrocotyle ficarifolia', 'Hydrocotyle ficarioides', 'Hydrocotyle hebecarpa', 'Hydrocotyle inaequipes', 'Hydrocotyle indivisa', 'Hydrocotyle leptostachys', 'Hydrocotyle lunata', 'Hydrocotyle lurida', 'Hydrocotyle nummularioides', 'Hydrocotyle pallida', 'Hydrocotyle rotundifolia', 'Hydrocotyle sarmentosa', 'Hydrocotyle thunbergiana', 'Hydrocotyle wightiana', 'Seseli hippomarathrum hebecarpum', 'Trisanthus cochinchinensis'];['ncbi:48106', 'gbif:3034128'];Centella asiatica;both;49599;Archaeplastida;Streptophyta;Magnoliopsida;Apiales;Apiaceae;Centella;;Centella asiatica;5268475;916750;99252;372834;372831;347903;;[];species;Centella asiatica;http://www.wikidata.org/entity/Q324714;Q324714
;XX 0 FRIBG 20031198;;;;;;Lauraceae;;;;Cinnamomum zeylanicum Blume;Serre 5;Cinnamomum zeylanicum;95;cinnamomum zeylanicum;False;True;ICN;1;cinnamomum zeylanicum;[];False;False;Cinnamomum verum;481247;species;ott3.3draft1;['Cinnamomum antillarum', 'Cinnamomum aromaticum', 'Cinnamomum barthii', 'Cinnamomum bengalense', 'Cinnamomum biafranum', 'Cinnamomum bonplandii', 'Cinnamomum boutonii', 'Cinnamomum capense', 'Cinnamomum cayennense', 'Cinnamomum cinnamomum', 'Cinnamomum commersonii', 'Cinnamomum cordifolium', 'Cinnamomum decandollei', 'Cinnamomum delessertii', 'Cinnamomum ellipticum', 'Cinnamomum erectum', 'Cinnamomum humboldtii', 'Cinnamomum iners', 'Cinnamomum leschenaultii', 'Cinnamomum longifolium', 'Cinnamomum madrassicum', 'Cinnamomum mauritianum', 'Cinnamomum meissneri', 'Cinnamomum ovatum', 'Cinnamomum pallasii', 'Cinnamomum pleei', 'Cinnamomum pourretii', 'Cinnamomum regelii', 'Cinnamomum roxburghii', 'Cinnamomum sieberii', 'Cinnamomum sonneratii', 'Cinnamomum vaillantii', 'Cinnamomum variabile', 'Cinnamomum verum asperifolium', 'Cinnamomum verum chartaceum', 'Cinnamomum verum commune', 'Cinnamomum wolkensteinii', 'Cinnamomum zeylanicum', 'Cinnamomum zollingerii', 'Laurus cassia', 'Laurus cinnamifera', 'Laurus cinnamomea', 'Laurus cinnamomum', 'Laurus culitlaban', 'Laurus montana', 'Laurus rigida', 'Persea cinnamomum'];['ncbi:128608', 'gbif:3033987', 'irmng:10597110'];Cinnamomum verum;both;481247;Archaeplastida;Streptophyta;Magnoliopsida;Laurales;Lauraceae;Cinnamomum;;Cinnamomum verum;5268475;916750;99252;913244;913246;849191;;[];species;Cinnamomum verum;http://www.wikidata.org/entity/Q370239;Q370239
;XX 0 FRIBG 20050098;;;;;;Fabaceae;;;05 g;Clitoria ternatea L.;Serre 5;Clitoria ternatea;95;clitoria ternatea;False;False;ICN;1;clitoria ternatea;[];False;False;Clitoria ternatea;404244;species;ott3.3draft1;['Clitoria albiflora', 'Clitoria bracteata', 'Clitoria coelestris', 'Clitoria mearnsii', 'Clitoria parviflora', 'Clitoria philippensis', 'Clitoria pilosula', 'Clitoria tanganicensis', 'Clitoria tanganyicensis', 'Clitoria ternatea alba', 'Clitoria ternatea pilosula', 'Clitoria ternatensium', 'Clitoria zanzibarensis', 'Lathyrus spectabilis', 'Ternatea ternatea', 'Ternatea vulgaris'];['ncbi:43366', 'gbif:2946519', 'irmng:11181969'];Clitoria ternatea;both;404244;Archaeplastida;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Clitoria;;Clitoria ternatea;5268475;916750;99252;956360;560323;404237;;[];species;Clitoria ternatea;http://www.wikidata.org/entity/Q312265;Q312265
;XX 0 FRIBG 20060353;;;;;;Rubiaceae;;;;Coffea arabica L.;Serre 5;Coffea arabica;95;coffea arabica;False;False;ICN;1;coffea arabica;['sibling_higher'];False;False;Coffea arabica;1001050;species;ott3.3draft1;['Coffea arabica abyssinica', 'Coffea arabica amarella', 'Coffea arabica angustifolia', 'Coffea arabica arabica', 'Coffea arabica bourbon', 'Coffea arabica brevistipulata', 'Coffea arabica bullata', 'Coffea arabica columnaris', 'Coffea arabica culta', 'Coffea arabica cultoides', 'Coffea arabica erecta', 'Coffea arabica goiaba', 'Coffea arabica latifolia', 'Coffea arabica laurina', 'Coffea arabica longistipulata', 'Coffea arabica maragogype', 'Coffea arabica mirta', 'Coffea arabica mokka', 'Coffea arabica monosperma', 'Coffea arabica murta', 'Coffea arabica myrtifolia', 'Coffea arabica pendula', 'Coffea arabica polysperma', 'Coffea arabica pubescens', 'Coffea arabica purpurascens', 'Coffea arabica rotundifolia', 'Coffea arabica straminea', 'Coffea arabica sundana', 'Coffea arabica typica', 'Coffea arabica variegata', 'Coffea bourbonica', 'Coffea corymbulosa', 'Coffea laurifolia', 'Coffea moka', 'Coffea sundana', 'Coffea vulgaris'];['ncbi:13443', 'gbif:2895345', 'irmng:11107021'];Coffea arabica;both;1001050;Archaeplastida;Streptophyta;Magnoliopsida;Gentianales;Rubiaceae;Coffea;;Coffea arabica;5268475;916750;99252;524062;1014022;227658;;['sibling_higher'];species;Coffea arabica;http://www.wikidata.org/entity/Q47685;Q47685
;XX 0 FRIBG 20060483;;;;;;Poaceae;;;05 g;Coix lacryma - jobi L.;Serre 5;Coix lacryma;90;coix lacryma;False;True;ICN;1;coix lacryma;[];False;False;Coix lacryma-jobi;83448;species;ott3.3draft1;['Coix lachryma-jobi', 'Coix lacryma', 'Coix lacryma-jobi exaltata', 'Coix lacryma-jobi major', 'Coix lacryma-jobi oocarpa', 'Lithagrostis lacryma-jobi', 'Spherium lacryma'];['ncbi:4505', 'gbif:2706301', 'irmng:10202022'];Coix lacryma-jobi;both;83448;Archaeplastida;Streptophyta;Magnoliopsida;Poales;Poaceae;Coix;;Coix lacryma-jobi;5268475;916750;99252;921871;508090;68716;;[];species;Coix lacryma-jobi;http://www.wikidata.org/entity/Q827098;Q827098
;XX 0 FRIBG 19660002;;;;;;Malvaceae;;;05 g;Cola acuminata Schott. u. Endl.;Serre 5;Cola acuminata;90;cola acuminata;False;False;ICN;1;cola acuminata;[];False;False;Cola acuminata;1053097;species;ott3.3draft1;['Bichea acuminata', 'Bichea nitida', 'Bichea solitaria', 'Bichea sulcata', 'Braxipis grandiflora', 'Braxipis nitida', 'Clompanus longifolia', 'Cola acuminata trichandra', 'Cola ledermannii', 'Cola macrocarpa', 'Cola nitida', 'Cola pseudoacuminata', 'Cola vera', 'Colaria acuminata', 'Edwardia acuminata', 'Edwardia lurida', 'Helicteres paniculata', 'Icosinia paniculata', 'Lunanea bichy', 'Siphoniopsis monoica', 'Southwellia longifolia', 'Sterculia acuminata', 'Sterculia grandiflora', 'Sterculia macrocarpa', 'Sterculia nitida'];['ncbi:93760', 'gbif:5406685', 'irmng:10856837', 'irmng:11270688'];Cola acuminata;both;1053097;Archaeplastida;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Cola;;Cola acuminata;5268475;916750;99252;229284;279960;385539;;[];species;Cola acuminata;http://www.wikidata.org/entity/Q522881;Q522881
;XX 0 FRIBG 20010008;;;;;;Araceae;;;;Colocasia esculenta (L.) Schott;Serre 5;Colocasia esculenta;90;colocasia esculenta;False;False;ICN;1;colocasia esculenta;[];False;False;Colocasia esculenta;1008203;species;ott3.3draft1;['Alocasia dussii', 'Alocasia illustris', 'Aron colocasium', 'Arum chinense', 'Arum colocasia', 'Arum colocasioides', 'Arum esculentum', 'Arum lividum', 'Arum nymphaeifolium', 'Arum peltatum', 'Caladium acre', 'Caladium antiquorum', 'Caladium atrovirens', 'Caladium colocasia', 'Caladium colocasioides', 'Caladium divaricatum', 'Caladium esculentum', 'Caladium esculentum bataviensis', 'Caladium glycyrrhizum', 'Caladium nigrescens', 'Caladium nymphaeifolium', 'Caladium parimaense', 'Caladium violaceum', 'Caladium violaceum alboviolaceum', 'Calla gaby', 'Calla virosa', 'Cladium colocasia', 'Colocasia acris', 'Colocasia aegyptiaca', 'Colocasia antiquorum', 'Colocasia antiquorum acris', 'Colocasia antiquorum acuatica', 'Colocasia antiquorum eguimo', 'Colocasia antiquorum esculenta', 'Colocasia antiquorum euchlora', 'Colocasia antiquorum globulifera', 'Colocasia antiquorum illustris', 'Colocasia antiquorum multifolia', 'Colocasia antiquorum nymphaeifolia', 'Colocasia antiquorum oyasetage', 'Colocasia antiquorum patens', 'Colocasia antiquorum purpurea', 'Colocasia antiquorum rosea', 'Colocasia antiquorum rupicola', 'Colocasia antiquorum stolonifera', 'Colocasia antiquorum typica', 'Colocasia antiquorum yamamotoi', 'Colocasia colocasia', 'Colocasia colocasia publ', 'Colocasia esculenta acris', 'Colocasia esculenta antiquorum', 'Colocasia esculenta aquatilis', 'Colocasia esculenta ebiimo', 'Colocasia esculenta esculenta', 'Colocasia esculenta euchlora', 'Colocasia esculenta globulifera', 'Colocasia esculenta illustris', 'Colocasia esculenta nymphaeifolia', 'Colocasia esculenta rotundifolia', 'Colocasia esculenta rupicola', 'Colocasia esculenta stolonifera', 'Colocasia esculenta typica', 'Colocasia esculenta var. esculenta', 'Colocasia euchlora', 'Colocasia fontanesii', 'Colocasia formosana', 'Colocasia gracilis', 'Colocasia himalensis', 'Colocasia konishii', 'Colocasia neocaledonica', 'Colocasia nymphaeifolia', 'Colocasia peltata', 'Colocasia tonoimo', 'Colocasia vera', 'Colocasia violacea', 'Colocasia virosa', 'Colocasia vulgaris', 'Leucocasia esculenta', 'Steudnera virosa', 'Zantedeschia virosa'];['ncbi:4460', 'gbif:5330776', 'irmng:10250395', 'irmng:11108396', 'irmng:11394923'];Colocasia esculenta;both;1008203;Archaeplastida;Streptophyta;Magnoliopsida;Alismatales;Araceae;Colocasia;;Colocasia esculenta;5268475;916750;99252;399481;481972;481975;;[];species;Colocasia esculenta;http://www.wikidata.org/entity/Q227997;Q227997
;XX 0 FRIBG 20160393;;;;;;Malvaceae;;;13 g;Corchorus capsularis L.;Serre 5;Corchorus capsularis;95;corchorus capsularis;False;False;ICN;1;corchorus capsularis;[];False;False;Corchorus capsularis;679189;species;ott3.3draft1;['Corchorus cordifolius', 'Corchorus marua', 'Rhizanota cannabina'];['ncbi:210143', 'gbif:3152082', 'irmng:11165922'];Corchorus capsularis;both;679189;Archaeplastida;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Corchorus;;Corchorus capsularis;5268475;916750;99252;229284;279960;578272;;[];species;Corchorus capsularis;http://www.wikidata.org/entity/Q3190566;Q3190566
;XX 0 FRIBG 20110250;;;;;;Malvaceae;;;13 g;Corchorus olitorius L.;Serre 5;Corchorus olitorius;95;corchorus olitorius;False;False;ICN;1;corchorus olitorius;[];False;False;Corchorus olitorius;578269;species;ott3.3draft1;['Corchorus catharticus', 'Corchorus decemangularis', 'Corchorus malchairii', 'Corchorus olitorius incisifolius', 'Corchorus olitorius malchairii', 'Corchorus quinquelocularis', 'Pseudocorchorus sp. Randrianasolo 519'];['ncbi:93759', 'gbif:3152084', 'irmng:10681923'];Corchorus olitorius;both;578269;Archaeplastida;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Corchorus;;Corchorus olitorius;5268475;916750;99252;229284;279960;578272;;[];species;Corchorus olitorius;http://www.wikidata.org/entity/Q165343;Q165343
;XX 0 FRIBG 20030451;;;;;;Costaceae;;;05 g;Costus afer Ker-Gawl.;Serre 5;Costus afer;90;costus afer;False;False;ICN;1;costus afer;[];False;False;Costus afer;353007;species;ott3.3draft1;['Costus anomocalyx', 'Costus bingervillensis', 'Costus deistelii', 'Costus edulis', 'Costus insularis publ', 'Costus lucanusianus', 'Costus luteus', 'Costus megalobractea', 'Costus oblitterans', 'Costus pterometra', 'Costus sarmentosus', 'Costus subbiflorus', 'Costus trachyphyllus', 'Costus ulugurensis'];['ncbi:328752', 'gbif:2756876'];Costus afer;both;353007;Archaeplastida;Streptophyta;Magnoliopsida;Zingiberales;Costaceae;Costus;;Costus afer;5268475;916750;99252;627015;679527;679525;;[];species;Costus afer;http://www.wikidata.org/entity/Q15324975;Q15324975
;XX 0 IB 002658;;;;;;Costaceae;;;;Costus speciosus (J. KÃÂ¶nig) Sm.;Serre 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;XX 0 MB 1981/674;;;;;;Bignoniaceae;;;;Crescentia cujete L.;Serre 5;Crescentia cujete;95;crescentia cujete;False;False;ICN;1;crescentia cujete;[];False;False;Crescentia cujete;593986;species;ott3.3draft1;['Crescentia acuminata', 'Crescentia angustifolia', 'Crescentia arborea', 'Crescentia cujete puberula', 'Crescentia cuneifolia', 'Crescentia fasciculata', 'Crescentia latifolia', 'Crescentia plectantha', 'Crescentia pumila', 'Crescentia spathulata'];['ncbi:1125401', 'gbif:5415081', 'irmng:10890656'];Crescentia cujete;both;593986;Archaeplastida;Streptophyta;Magnoliopsida;Lamiales;Bignoniaceae;Crescentia;;Crescentia cujete;5268475;916750;99252;23736;900321;1069519;;[];species;Crescentia cujete;http://www.wikidata.org/entity/Q214542;Q214542
;XX 0 FRIBG 19900276;;Division;;;;Zingiberaceae;;;;Curcuma longa L.;Serre 5;Curcuma longa;95;curcuma longa;False;False;ICN;1;curcuma longa;[];False;False;Curcuma longa;168258;species;ott3.3draft1;['Amomum curcuma', 'Curcuma brog', 'Curcuma domestica', 'Curcuma longa vanaharidra', 'Curcuma ochrorhiza', 'Curcuma soloensis', 'Curcuma tinctoria'];['ncbi:136217', 'gbif:2757624', 'irmng:10208096'];Curcuma longa;both;168258;Archaeplastida;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;;Curcuma longa;5268475;916750;99252;627015;207467;253149;;[];species;Curcuma longa;http://www.wikidata.org/entity/Q42562;Q42562
;XX 0 FRIBG 19400001;;;;;;Zingiberaceae;;;;Curcuma zedoaria Roscoe;Serre 5;Curcuma zedoaria;95;curcuma zedoaria;False;False;ICN;1;curcuma zedoaria;[];False;False;Curcuma zedoaria;777750;species;ott3.3draft1;['Amomum latifolium', 'Amomum zedoaria', 'Costus luteus', 'Costus nigricans', 'Curcuma malabarica', 'Curcuma pallida', 'Curcuma raktakanta', 'Curcuma xanthorrhiza', 'Curcuma zerumbet', 'Erndlia zerumbet', 'Roscoea lutea', 'Roscoea nigrociliata'];['ncbi:136224', 'gbif:2757545', 'irmng:10708081'];Curcuma zedoaria;both;777750;Archaeplastida;Streptophyta;Magnoliopsida;Zingiberales;Zingiberaceae;Curcuma;;Curcuma zedoaria;5268475;916750;99252;627015;207467;253149;;[];species;Curcuma zedoaria;http://www.wikidata.org/entity/Q206733;Q206733
;XX 0 FRIBG 10000290;;;;;;Cycadaceae;;;;Cycas circinalis L.;Serre 5;Cycas circinalis;95;cycas circinalis;False;False;ICN;1;cycas circinalis;[];False;False;Cycas circinalis;99243;species;ott3.3draft1;['Cycas circinalis angustifolia', 'Cycas circinalis circinalis', 'Cycas circinalis vera', 'Cycas hamelini', 'Cycas kirkii', 'Cycas squarrosa', 'Cycas undulata', 'Cycas wallichii'];['ncbi:3397', 'gbif:2683264', 'irmng:10177213'];Cycas circinalis;both;99243;Archaeplastida;Streptophyta;;Cycadales;Cycadaceae;Cycas;;Cycas circinalis;5268475;916750;;614464;99242;99238;;[];species;Cycas circinalis;http://www.wikidata.org/entity/Q161198;Q161198
;XX 0 FRIBG 20090048;;;;;;Cyperaceae;;;;Cyperus esculentus L.;Serre 5;Cyperus esculentus;95;cyperus esculentus;False;False;ICN;1;cyperus esculentus;['incertae_sedis'];False;False;Cyperus esculentus;362401;species;ott3.3draft1;['Chlorocyperus aureus', 'Chlorocyperus esculentus', 'Chlorocyperus phymatodes', 'Cyperus aureus', 'Cyperus aureus esculentus', 'Cyperus bahiensis', 'Cyperus buchananii', 'Cyperus bulamensis', 'Cyperus callistus', 'Cyperus chrysostachys', 'Cyperus damiettensis', 'Cyperus esculentus angustispicatus', 'Cyperus esculentus aureus', 'Cyperus esculentus cyclolepis', 'Cyperus esculentus esculentus', 'Cyperus esculentus evolutus', 'Cyperus esculentus heermannii', 'Cyperus esculentus helodes', 'Cyperus esculentus leptostachyus', 'Cyperus esculentus lutescens', 'Cyperus esculentus macrostachyus', 'Cyperus esculentus phymatodes', 'Cyperus esculentus princeps', 'Cyperus esculentus sativus', 'Cyperus esculentus sprucei', 'Cyperus fresenii', 'Cyperus fulvescens', 'Cyperus gracilescens', 'Cyperus gracilis', 'Cyperus heermannii', 'Cyperus helodes', 'Cyperus hydra', 'Cyperus lutescens', 'Cyperus melanorhizus', 'Cyperus nervosus', 'Cyperus officinalis', 'Cyperus pallidus', 'Cyperus phymatodes', 'Cyperus phymatodes heermannii', 'Cyperus repens', 'Cyperus ruficomus', 'Cyperus scirpoides', 'Cyperus sieberianus', 'Cyperus tenoreanus', 'Cyperus tenorei', 'Cyperus tuberosus', 'Cyperus variabilis', 'Pterocyperus esculentus', 'Pycreus esculentus'];['ncbi:1053340', 'gbif:2716226', 'irmng:11092538'];Cyperus esculentus;both;362401;Archaeplastida;Streptophyta;Magnoliopsida;Poales;Cyperaceae;Cyperus;;Cyperus esculentus;5268475;916750;99252;921871;105574;266228;;['incertae_sedis'];species;Cyperus esculentus;http://www.wikidata.org/entity/Q1165724;Q1165724
;XX 0 FRIBG 10000291;;;;;;Cyperaceae;;;;Cyperus papyrus L.;Serre 5;Cyperus papyrus;95;cyperus papyrus;False;False;ICN;1;cyperus papyrus;['incertae_sedis'];False;False;Cyperus papyrus;738914;species;ott3.3draft1;['Chlorocyperus papyrus'];['ncbi:76434', 'gbif:2716311', 'irmng:11209777'];Cyperus papyrus;both;738914;Archaeplastida;Streptophyta;Magnoliopsida;Poales;Cyperaceae;Cyperus;;Cyperus papyrus;5268475;916750;99252;921871;105574;266228;;['incertae_sedis'];species;Cyperus papyrus;http://www.wikidata.org/entity/Q158808;Q158808
;XX 0 FRIBG 19770006;;;;;;Fabaceae;;;;Derris elliptica Benth.;Serre 5;Derris elliptica;95;derris elliptica;False;False;ICN;1;derris elliptica;[];False;False;Derris elliptica;170173;species;ott3.3draft1;['Cylista piscatoria', 'Deguelia elliptica', 'Galactia termimaliflora', 'Galedupa elliptica', 'Millettia piscatoria', 'Millettia splendidissima', 'Paraderris elliptica', 'Pongamia elliptica', 'Pongamia volubilis'];['ncbi:56063', 'gbif:5350305', 'gbif:6403853', 'irmng:11303796'];Derris elliptica;both;170173;Archaeplastida;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Derris;;Derris elliptica;5268475;916750;99252;956360;560323;383464;;[];species;Derris elliptica;http://www.wikidata.org/entity/Q11128689;Q11128689
;XX 0 FRIBG 10000293;;;;;;Dioscoreaceae;;;;Dioscorea bulbifera L.;Serre 5;Dioscorea bulbifera;95;dioscorea bulbifera;False;False;ICN;1;dioscorea bulbifera;[];False;False;Dioscorea bulbifera;856715;species;ott3.3draft1;['Dioscorea anthropophagorum', 'Dioscorea bulbifera albotuberosa', 'Dioscorea bulbifera anthropophagorum', 'Dioscorea bulbifera crispata', 'Dioscorea bulbifera domestica', 'Dioscorea bulbifera elongata', 'Dioscorea bulbifera pulchella', 'Dioscorea bulbifera sativa', 'Dioscorea bulbifera suavia', 'Dioscorea bulbifera vera', 'Dioscorea crispata', 'Dioscorea heterophylla', 'Dioscorea hoffa', 'Dioscorea hofika', 'Dioscorea korrorensis', 'Dioscorea latifolia', 'Dioscorea longipetiolata', 'Dioscorea lutea', 'Dioscorea perrieri', 'Dioscorea pulchella', 'Dioscorea rogersii', 'Dioscorea sativa domestica', 'Dioscorea sativa elongata', 'Dioscorea sativa rotunda', 'Dioscorea sativa spontanea', 'Dioscorea tamifolia', 'Dioscorea tenuiflora', 'Dioscorea violacea', 'Helmia bulbifera', 'Polynome bulbifera'];['ncbi:35874', 'gbif:2755489', 'irmng:11035278'];Dioscorea bulbifera;both;856715;Archaeplastida;Streptophyta;Magnoliopsida;Dioscoreales;Dioscoreaceae;Dioscorea;;Dioscorea bulbifera;5268475;916750;99252;538762;781627;216462;;[];species;Dioscorea bulbifera;http://www.wikidata.org/entity/Q311239;Q311239
;XX 0 BAS 21/80;;;;;;Pontederiaceae;;;;Eichhornia crassipes (Mart.) Solms;Serre 5;Pontederia crassipes;86;pontederia crassipes;False;True;ICN;1;pontederia crassipes;[];False;False;Eichhornia crassipes;149965;species;ott3.3draft1;['Eichhornia cordifolia', 'Eichhornia crassicaulis', 'Eichhornia speciosa', 'Heteranthera formosa', 'Piaropus crassipes', 'Piaropus mesomelas', 'Pontederia crassicaulis', 'Pontederia crassipes', 'Pontederia elongata'];['ncbi:44947', 'worms:594768', 'gbif:2765940', 'irmng:10206979'];Eichhornia crassipes;both;149965;Archaeplastida;Streptophyta;Magnoliopsida;Commelinales;Pontederiaceae;Eichhornia;;Eichhornia crassipes;5268475;916750;99252;402582;399488;149963;;[];species;Eichhornia crassipes;http://www.wikidata.org/entity/Q690645;Q690645
