ipen,determination,multiplication,hivernage,protectionHiv1,protectionHiv2,taxonFamille1,taxonControle,taxonBiblio,periodeDeSemis,idTaxon,secteur,matched_name,fuzzy_match_score,Inventaire FRIBG,is_approximate_match,is_synonym,nomenclature_code,score,search_string,taxon.flags,taxon.is_suppressed,taxon.is_suppressed_from_synth,taxon.name,taxon.ott_id,taxon.rank,taxon.source,taxon.synonyms,taxon.tax_sources,taxon.unique_name,_merge
XX 0 FRIBG 10000410,,Semis,,,,Fabaceae,,,05 g,Rhynchosia phaseoloides DC.,Serre 4,Rhynchosia phaseoloides,95.0,rhynchosia phaseoloides,False,False,ICN,1.0,rhynchosia phaseoloides,[],False,False,Rhynchosia phaseoloides,3921854.0,species,ott3.3draft1,"['Dolicholus phaseoloides', 'Glycine phaseoloides']","['gbif:5350882', 'irmng:10160851']",Rhynchosia phaseoloides,both
XX 0 FRIBG 19990083,,Bouture,,,,Gesneriaceae,,,,Rhytidophyllum tomentosum (L.) G. Don,Serre 4,Rhytidophyllum tomentosum,95.0,rhytidophyllum tomentosum,False,False,ICN,1.0,rhytidophyllum tomentosum,[],False,False,Rhytidophyllum tomentosum,440498.0,species,ott3.3draft1,"['Gesneria tomentosa', 'Rhytidophyllum tomentosum appendiculatum', 'Rhytidophyllum tomentosum nudum', 'Rytidophyllum tomentosum']","['ncbi:49025', 'gbif:6365450']",Rhytidophyllum tomentosum,both
XX 0 FRIBG 10002008,,,,,,Grossulariaceae,,,,Ribes alpinum L.,Alp. calcaire 5,Ribes alpinum,95.0,ribes alpinum,False,False,ICN,1.0,ribes alpinum,[],False,False,Ribes alpinum,1034763.0,species,ott3.3draft1,"['Ribes alpinum laciniatum', 'Ribes alpinum pumilum', 'Ribes lucidum', 'Ribes scopolii']","['ncbi:134913', 'gbif:2986184', 'irmng:10209223']",Ribes alpinum,both
XX 0 FRIBG 10003254,,,,,,Grossulariaceae,,,,Ribes alpinum L.,Alp. siliceux,Ribes alpinum,95.0,ribes alpinum,False,False,ICN,1.0,ribes alpinum,[],False,False,Ribes alpinum,1034763.0,species,ott3.3draft1,"['Ribes alpinum laciniatum', 'Ribes alpinum pumilum', 'Ribes lucidum', 'Ribes scopolii']","['ncbi:134913', 'gbif:2986184', 'irmng:10209223']",Ribes alpinum,both
XX 0 FRIBG 20170331,,,,,,Grossulariaceae,,,,Ribes aureum Pursh,SystÃ¨me 2,Ribes aureum,90.0,ribes aureum,False,False,ICN,1.0,ribes aureum,[],False,False,Ribes aureum,64564.0,species,ott3.3draft1,"['? longiflorum', 'Chrysobotrya aurea', 'Chrysobotrya intermedia', 'Chrysobotrya lindleyana', 'Ribes ebracteatum', 'Ribes flavum', 'Ribes gracillimum', 'Ribes inodorum', 'Ribes intermedium', 'Ribes longiflorum', 'Ribes missurense', 'Ribes odoratum', 'Ribes odoratum intermedium', 'Ribes oregoni', 'Ribes serotinum', 'Ribes tenuiflorum', 'Ribes utahense']","['ncbi:23283', 'gbif:2986111', 'irmng:11233297']",Ribes aureum,both
XX 0 MJG 199811602,,,,,,Grossulariaceae,,,,Ribes fasciculatum Siebold et Zucc.,SystÃ¨me 2,Ribes fasciculatum,90.0,ribes fasciculatum,False,False,ICN,1.0,ribes fasciculatum,[],False,False,Ribes fasciculatum,852529.0,species,ott3.3draft1,"['Ribes fasciculatum japonicum', 'Ribes japonicum']","['ncbi:175197', 'gbif:7334992']",Ribes fasciculatum,both
XX 0 FRIBG 10002010,,,,,,Grossulariaceae,,,,Ribes glaciale Wall.,Rocaille 1,Ribes glaciale,95.0,ribes glaciale,False,False,ICN,1.0,ribes glaciale,[],False,False,Ribes glaciale,734521.0,species,ott3.3draft1,[],"['ncbi:207523', 'gbif:7335064']",Ribes glaciale,both
XX 0 FRIBG 19940510,,,,,,Grossulariaceae,,,,Ribes nigrum L. 'Titania',SystÃ¨me 2,Ribes nigrum,90.0,ribes nigrum,False,False,ICN,1.0,ribes nigrum,[],False,False,Ribes nigrum,248647.0,species,ott3.3draft1,"['Botrycarpum nigrum', 'Botryocarpium nigrum', 'Grossularia nigra', 'Ribes aconitifolium', 'Ribes altaicum', 'Ribes apiifolium', 'Ribes boreale', 'Ribes crispum', 'Ribes cyathiforme', 'Ribes intermedium', 'Ribes kolymense', 'Ribes nigrum chlorocarpum', 'Ribes nigrum eglandulosum', 'Ribes nigrum europaeum', 'Ribes nigrum kolymense', 'Ribes nigrum pauciflorum', 'Ribes nigrum subalpinum', 'Ribes olidum', 'Ribes pauciflorum', 'Ribesium nigrum']","['ncbi:78511', 'gbif:2986192', 'irmng:10588424']",Ribes nigrum,both
XX 0 FRIBG 10002011,,,,,,Grossulariaceae,,,,Ribes petraeum Wulfen,Alp. calcaire 5,Ribes petraeum,90.0,ribes petraeum,False,False,ICN,1.0,ribes petraeum,[],False,False,Ribes petraeum,154649.0,species,ott3.3draft1,"['Grossularia petraea', 'Ribes acerrimum', 'Ribes altissimum', 'Ribes atropurpureum', 'Ribes biebersteinii', 'Ribes bierbersteinii', 'Ribes carpathicum', 'Ribes caucasicum', 'Ribes ciliatum', 'Ribes macrobotrys', 'Ribes petraeum atlanticum', 'Ribes petraeum atropurpureum', 'Ribes petraeum biebersteinii', 'Ribes petraeum carpathicum', 'Ribes petraeum caucasicum', 'Ribes ringens', 'Ribes triste']","['ncbi:175225', 'gbif:2986176', 'irmng:11435358']",Ribes petraeum,both
XX 0 FRIBG 10002012,,,,,,Grossulariaceae,,,,Ribes rubrum L. 'Blanc de Versailles',SystÃ¨me 2,Ribes rubrum,90.0,ribes rubrum,False,False,ICN,1.0,ribes rubrum,[],False,False,Ribes rubrum,154642.0,species,ott3.3draft1,"['Grossularia rubra', 'Ribes acerifolium', 'Ribes acidum', 'Ribes albescens', 'Ribes albicans', 'Ribes albo-virens', 'Ribes americanum', 'Ribes auriculatum', 'Ribes baicalense', 'Ribes carneum', 'Ribes domesticum', 'Ribes fleischmanni', 'Ribes glabrum', 'Ribes himalayense', 'Ribes hispidulum', 'Ribes hladnickianum', 'Ribes hortense', 'Ribes officinarum', 'Ribes pendulum', 'Ribes petraeum', 'Ribes racemosum', 'Ribes rubrum glabrum', 'Ribes rubrum hispidulum', 'Ribes rubrum palczewskii', 'Ribes rubrum rubrum', 'Ribes rubrum sativum', 'Ribes rubrum scandicum', 'Ribes rubrum smithianum', 'Ribes rubrum sylvestre', 'Ribes rubrum vulgare', 'Ribes sativum', 'Ribes scandicum', 'Ribes sibiricum', 'Ribes spicatum palczewskii', 'Ribes sylvestre', 'Ribes vinosum', 'Ribes vulgare', 'Ribes vulgare macrocarpum', 'Ribes vulgare sylvestre', 'Ribesium rubrum']","['ncbi:175228', 'gbif:2986097', 'irmng:10999102']",Ribes rubrum,both
XX 0 FRIBG 20150319,,,,,,Grossulariaceae,,,,Ribes rubrum L. 'Telake',SystÃ¨me 2,Ribes rubrum,90.0,ribes rubrum,False,False,ICN,1.0,ribes rubrum,[],False,False,Ribes rubrum,154642.0,species,ott3.3draft1,"['Grossularia rubra', 'Ribes acerifolium', 'Ribes acidum', 'Ribes albescens', 'Ribes albicans', 'Ribes albo-virens', 'Ribes americanum', 'Ribes auriculatum', 'Ribes baicalense', 'Ribes carneum', 'Ribes domesticum', 'Ribes fleischmanni', 'Ribes glabrum', 'Ribes himalayense', 'Ribes hispidulum', 'Ribes hladnickianum', 'Ribes hortense', 'Ribes officinarum', 'Ribes pendulum', 'Ribes petraeum', 'Ribes racemosum', 'Ribes rubrum glabrum', 'Ribes rubrum hispidulum', 'Ribes rubrum palczewskii', 'Ribes rubrum rubrum', 'Ribes rubrum sativum', 'Ribes rubrum scandicum', 'Ribes rubrum smithianum', 'Ribes rubrum sylvestre', 'Ribes rubrum vulgare', 'Ribes sativum', 'Ribes scandicum', 'Ribes sibiricum', 'Ribes spicatum palczewskii', 'Ribes sylvestre', 'Ribes vinosum', 'Ribes vulgare', 'Ribes vulgare macrocarpum', 'Ribes vulgare sylvestre', 'Ribesium rubrum']","['ncbi:175228', 'gbif:2986097', 'irmng:10999102']",Ribes rubrum,both
XX 0 FRIBG 10002014,,,,,,Grossulariaceae,,,,Ribes sanguineum Pursh,SystÃ¨me 2,Ribes sanguineum,95.0,ribes sanguineum,False,False,ICN,1.0,ribes sanguineum,[],False,False,Ribes sanguineum,104008.0,species,ott3.3draft1,"['Calobotrya sanguinea', 'Coreosma sanguinea', 'Ribes albidum', 'Ribes alceifolium', 'Ribes augustum', 'Ribes carneum', 'Ribes davianum', 'Ribes deductum', 'Ribes glutinosum', 'Ribes sanctae-luciae', 'Ribes sanguineum albidum', 'Ribes sanguineum atrorubens', 'Ribes tubiflorum', 'Ribes tubulosum']","['ncbi:175201', 'gbif:2986130', 'irmng:10204128']",Ribes sanguineum,both
XX 0 FRIBG 20040483,,,,,,Grossulariaceae,,,,Ribes uva-crispa var. sativum DC. 'HinnonmÃ¤ki',SystÃ¨me 2,Ribes uva-crispa,90.0,ribes uva-crispa,False,False,ICN,1.0,ribes uva-crispa,[],False,False,Ribes uva-crispa,163280.0,species,ott3.3draft1,"['Grossularia reclinata', 'Grossularia uva-crispa', 'Grossularia vulgaris', 'Ribes grossularia', 'Ribes grossularia uva-crispa', 'Ribes uva-crispa glabra', 'Ribes uva-crispa uva-crispa']","['ncbi:135518', 'gbif:2986185', 'irmng:11162645']",Ribes uva-crispa,both
XX 0 FRIBG 10000412,,Division,,,,Araceae,,,,Richardia africana Kunth,Serre 4,Richardia africana,95.0,richardia africana,False,True,ICN,1.0,richardia africana,[],False,False,Zantedeschia aethiopica,549269.0,species,ott3.3draft1,"['Arodes aethiopicum', 'Calla aethiopica', 'Calla aethiopica nana', 'Calla ambigua', 'Calla moschata', 'Colocasia aethiopica', 'Otosma aethiopica', 'Pseudohomalomena pastoensis', 'Richardia aethiopica', 'Richardia africana', 'Zantedeschia aethiopica minor']","['ncbi:69721', 'gbif:2868827', 'irmng:10419486']",Zantedeschia aethiopica,both
XX 0 FRIBG 10002017,,,,,,Euphorbiaceae,,,13 s,Ricinus communis L.,SystÃ¨me 2,Ricinus communis,95.0,ricinus communis,False,False,ICN,1.0,ricinus communis,[],False,False,Ricinus communis,339346.0,species,ott3.3draft1,"['Cataputia major', 'Cataputia minor', 'Croton spinosus', 'Ricinus africanus', 'Ricinus angulatus', 'Ricinus armatus', 'Ricinus atropurpureus', 'Ricinus badius', 'Ricinus borboniensis', 'Ricinus cambodgensis', 'Ricinus communis aegyptiaceus', 'Ricinus communis africanus', 'Ricinus communis amblyocalyx', 'Ricinus communis americanus', 'Ricinus communis argentatus', 'Ricinus communis argyratus', 'Ricinus communis armatus', 'Ricinus communis atratus', 'Ricinus communis atrobrunneatus', 'Ricinus communis atrofulvatus', 'Ricinus communis atrofuscatus', 'Ricinus communis atrophoeniceus', 'Ricinus communis atropunicatus', 'Ricinus communis atropurpureatus', 'Ricinus communis avellanatus', 'Ricinus communis badius', 'Ricinus communis bailundensis', 'Ricinus communis benguelensis', 'Ricinus communis blumeanus', 'Ricinus communis borboniensis', 'Ricinus communis brasiliensis', 'Ricinus communis brevinodis', 'Ricinus communis caesius', 'Ricinus communis canatus', 'Ricinus communis canescens', 'Ricinus communis carneatus', 'Ricinus communis cervatus', 'Ricinus communis cinerascens', 'Ricinus communis cinereatus', 'Ricinus communis denudatus', 'Ricinus communis epiglaucus', 'Ricinus communis erythrocladus', 'Ricinus communis exiguus', 'Ricinus communis fulvatus', 'Ricinus communis fumatus', 'Ricinus communis fuscatus', 'Ricinus communis genuinus', 'Ricinus communis giganteus', 'Ricinus communis gilvus', 'Ricinus communis glaucus', 'Ricinus communis gracilis', 'Ricinus communis griseofolius', 'Ricinus communis guttatus', 'Ricinus communis hybridus', 'Ricinus communis incarnatus', 'Ricinus communis indehiscens', 'Ricinus communis indicus', 'Ricinus communis inermis', 'Ricinus communis intermedius', 'Ricinus communis japonicus', 'Ricinus communis krappa', 'Ricinus communis laevis', 'Ricinus communis leucocarpus', 'Ricinus communis lividus', 'Ricinus communis macrocarpus', 'Ricinus communis macrophyllus', 'Ricinus communis maculatus', 'Ricinus communis manshuricus', 'Ricinus communis marmoreatus', 'Ricinus communis megalospermus', 'Ricinus communis mexicanus', 'Ricinus communis microcarpus', 'Ricinus communis microspermus', 'Ricinus communis minor', 'Ricinus communis murinatus', 'Ricinus communis nanus', 'Ricinus communis nigellus', 'Ricinus communis nigrescens', 'Ricinus communis niveatus', 'Ricinus communis oblongus', 'Ricinus communis obscurus', 'Ricinus communis oligacanthus', 'Ricinus communis ostrinatus', 'Ricinus communis pardalinus', 'Ricinus communis persicus', 'Ricinus communis picturatus', 'Ricinus communis plumbeatus', 'Ricinus communis pruinosus', 'Ricinus communis pullatus', 'Ricinus communis punctatus', 'Ricinus communis punctulatus', 'Ricinus communis punicans', 'Ricinus communis purpurascens', 'Ricinus communis radiatus', 'Ricinus communis reichenbachianus', 'Ricinus communis rheedianus', 'Ricinus communis roseus', 'Ricinus communis rubescens', 'Ricinus communis ruderalis', 'Ricinus communis rufescens', 'Ricinus communis rugosus', 'Ricinus communis russatus', 'Ricinus communis rutilans', 'Ricinus communis sanguineus', 'Ricinus communis scaber', 'Ricinus communis scriptus', 'Ricinus communis sinensis', 'Ricinus communis sordidus', 'Ricinus communis spontaneus', 'Ricinus communis stigmosus', 'Ricinus communis striatus', 'Ricinus communis subpurpurascens', 'Ricinus communis subrotundus', 'Ricinus communis subviridus', 'Ricinus communis sulcatus', 'Ricinus communis tigrinus', 'Ricinus communis typicus', 'Ricinus communis umbrinus', 'Ricinus communis undulatus', 'Ricinus communis vasconcellosii', 'Ricinus communis venosus', 'Ricinus communis vinatus', 'Ricinus communis violaceocaulis', 'Ricinus communis virens', 'Ricinus communis viridis', 'Ricinus communis zanzibarinus', 'Ricinus communis zebrinus', 'Ricinus communis zollingeri', 'Ricinus communis zonatus', 'Ricinus compactus', 'Ricinus digitatus', 'Ricinus europaeus', 'Ricinus gibsonii', 'Ricinus giganteus', 'Ricinus glaucus', 'Ricinus hybridus', 'Ricinus inermis', 'Ricinus japonicus', 'Ricinus krappa', 'Ricinus krappa publ', 'Ricinus laevis', 'Ricinus leucocarpus', 'Ricinus lividus', 'Ricinus macrocarpus', 'Ricinus macrocarpus nudus', 'Ricinus macrophyllus', 'Ricinus medicus', 'Ricinus medius', 'Ricinus megalosperma', 'Ricinus messeniacus', 'Ricinus metallicus', 'Ricinus microcarpus', 'Ricinus microcarpus atrovirens', 'Ricinus microcarpus spontaneus', 'Ricinus minor', 'Ricinus nanus', 'Ricinus obermannii', 'Ricinus peltatus', 'Ricinus perennis', 'Ricinus persicus', 'Ricinus purpurascens', 'Ricinus ruber', 'Ricinus rugosus', 'Ricinus rutilans', 'Ricinus sanguineus', 'Ricinus scaber', 'Ricinus speciosus', 'Ricinus spectabilis', 'Ricinus tunisensis', 'Ricinus undulatus', 'Ricinus urens', 'Ricinus viridis', 'Ricinus vulgaris', 'Ricinus vulgaris oppr', 'Ricinus zanzibarensis', 'Ricinus zanzibarinus']","['ncbi:3988', 'gbif:5380041', 'irmng:10248491']",Ricinus communis,both
XX 0 FRIBG 10002017,,,,,,Euphorbiaceae,,,13 s,Ricinus communis L.,Mur,Ricinus communis,95.0,ricinus communis,False,False,ICN,1.0,ricinus communis,[],False,False,Ricinus communis,339346.0,species,ott3.3draft1,"['Cataputia major', 'Cataputia minor', 'Croton spinosus', 'Ricinus africanus', 'Ricinus angulatus', 'Ricinus armatus', 'Ricinus atropurpureus', 'Ricinus badius', 'Ricinus borboniensis', 'Ricinus cambodgensis', 'Ricinus communis aegyptiaceus', 'Ricinus communis africanus', 'Ricinus communis amblyocalyx', 'Ricinus communis americanus', 'Ricinus communis argentatus', 'Ricinus communis argyratus', 'Ricinus communis armatus', 'Ricinus communis atratus', 'Ricinus communis atrobrunneatus', 'Ricinus communis atrofulvatus', 'Ricinus communis atrofuscatus', 'Ricinus communis atrophoeniceus', 'Ricinus communis atropunicatus', 'Ricinus communis atropurpureatus', 'Ricinus communis avellanatus', 'Ricinus communis badius', 'Ricinus communis bailundensis', 'Ricinus communis benguelensis', 'Ricinus communis blumeanus', 'Ricinus communis borboniensis', 'Ricinus communis brasiliensis', 'Ricinus communis brevinodis', 'Ricinus communis caesius', 'Ricinus communis canatus', 'Ricinus communis canescens', 'Ricinus communis carneatus', 'Ricinus communis cervatus', 'Ricinus communis cinerascens', 'Ricinus communis cinereatus', 'Ricinus communis denudatus', 'Ricinus communis epiglaucus', 'Ricinus communis erythrocladus', 'Ricinus communis exiguus', 'Ricinus communis fulvatus', 'Ricinus communis fumatus', 'Ricinus communis fuscatus', 'Ricinus communis genuinus', 'Ricinus communis giganteus', 'Ricinus communis gilvus', 'Ricinus communis glaucus', 'Ricinus communis gracilis', 'Ricinus communis griseofolius', 'Ricinus communis guttatus', 'Ricinus communis hybridus', 'Ricinus communis incarnatus', 'Ricinus communis indehiscens', 'Ricinus communis indicus', 'Ricinus communis inermis', 'Ricinus communis intermedius', 'Ricinus communis japonicus', 'Ricinus communis krappa', 'Ricinus communis laevis', 'Ricinus communis leucocarpus', 'Ricinus communis lividus', 'Ricinus communis macrocarpus', 'Ricinus communis macrophyllus', 'Ricinus communis maculatus', 'Ricinus communis manshuricus', 'Ricinus communis marmoreatus', 'Ricinus communis megalospermus', 'Ricinus communis mexicanus', 'Ricinus communis microcarpus', 'Ricinus communis microspermus', 'Ricinus communis minor', 'Ricinus communis murinatus', 'Ricinus communis nanus', 'Ricinus communis nigellus', 'Ricinus communis nigrescens', 'Ricinus communis niveatus', 'Ricinus communis oblongus', 'Ricinus communis obscurus', 'Ricinus communis oligacanthus', 'Ricinus communis ostrinatus', 'Ricinus communis pardalinus', 'Ricinus communis persicus', 'Ricinus communis picturatus', 'Ricinus communis plumbeatus', 'Ricinus communis pruinosus', 'Ricinus communis pullatus', 'Ricinus communis punctatus', 'Ricinus communis punctulatus', 'Ricinus communis punicans', 'Ricinus communis purpurascens', 'Ricinus communis radiatus', 'Ricinus communis reichenbachianus', 'Ricinus communis rheedianus', 'Ricinus communis roseus', 'Ricinus communis rubescens', 'Ricinus communis ruderalis', 'Ricinus communis rufescens', 'Ricinus communis rugosus', 'Ricinus communis russatus', 'Ricinus communis rutilans', 'Ricinus communis sanguineus', 'Ricinus communis scaber', 'Ricinus communis scriptus', 'Ricinus communis sinensis', 'Ricinus communis sordidus', 'Ricinus communis spontaneus', 'Ricinus communis stigmosus', 'Ricinus communis striatus', 'Ricinus communis subpurpurascens', 'Ricinus communis subrotundus', 'Ricinus communis subviridus', 'Ricinus communis sulcatus', 'Ricinus communis tigrinus', 'Ricinus communis typicus', 'Ricinus communis umbrinus', 'Ricinus communis undulatus', 'Ricinus communis vasconcellosii', 'Ricinus communis venosus', 'Ricinus communis vinatus', 'Ricinus communis violaceocaulis', 'Ricinus communis virens', 'Ricinus communis viridis', 'Ricinus communis zanzibarinus', 'Ricinus communis zebrinus', 'Ricinus communis zollingeri', 'Ricinus communis zonatus', 'Ricinus compactus', 'Ricinus digitatus', 'Ricinus europaeus', 'Ricinus gibsonii', 'Ricinus giganteus', 'Ricinus glaucus', 'Ricinus hybridus', 'Ricinus inermis', 'Ricinus japonicus', 'Ricinus krappa', 'Ricinus krappa publ', 'Ricinus laevis', 'Ricinus leucocarpus', 'Ricinus lividus', 'Ricinus macrocarpus', 'Ricinus macrocarpus nudus', 'Ricinus macrophyllus', 'Ricinus medicus', 'Ricinus medius', 'Ricinus megalosperma', 'Ricinus messeniacus', 'Ricinus metallicus', 'Ricinus microcarpus', 'Ricinus microcarpus atrovirens', 'Ricinus microcarpus spontaneus', 'Ricinus minor', 'Ricinus nanus', 'Ricinus obermannii', 'Ricinus peltatus', 'Ricinus perennis', 'Ricinus persicus', 'Ricinus purpurascens', 'Ricinus ruber', 'Ricinus rugosus', 'Ricinus rutilans', 'Ricinus sanguineus', 'Ricinus scaber', 'Ricinus speciosus', 'Ricinus spectabilis', 'Ricinus tunisensis', 'Ricinus undulatus', 'Ricinus urens', 'Ricinus viridis', 'Ricinus vulgaris', 'Ricinus vulgaris oppr', 'Ricinus zanzibarensis', 'Ricinus zanzibarinus']","['ncbi:3988', 'gbif:5380041', 'irmng:10248491']",Ricinus communis,both
XX 0 FRIBG 19920215,,Semis,,,,Phytolaccaceae,,,05 g,Rivina humilis var. glabra L.,Serre 5,Rivina humilis,90.0,rivina humilis,False,False,ICN,1.0,rivina humilis,[],False,False,Rivina humilis,740446.0,species,ott3.3draft1,"['Phytolacca latbenia', 'Piercea acuminata', 'Piercea glabra', 'Piercea obliquata', 'Piercea tomentosa', 'Rivina aurantiaca', 'Rivina brasiliensis', 'Rivina canescens', 'Rivina glabrata', 'Rivina gracilis', 'Rivina herbacea', 'Rivina humilis bracteata', 'Rivina humilis canescens', 'Rivina humilis glabra', 'Rivina humilis laevis', 'Rivina humilis orientalis', 'Rivina humilis plumbaginifolia', 'Rivina humilis puberula', 'Rivina laevis', 'Rivina laevis acuminata', 'Rivina laevis pubescens', 'Rivina lanceolata', 'Rivina latbenia', 'Rivina mexicana', 'Rivina obliquata', 'Rivina orientalis', 'Rivina pallida', 'Rivina paraguayensis', 'Rivina plumbaginifolia', 'Rivina portulaccoides', 'Rivina procumbens', 'Rivina puberula', 'Rivina purpurascens', 'Rivina tetrandra', 'Rivina tinctaria', 'Rivina tinctoria', 'Rivina vernalis', 'Rivina viridiflora', 'Rivina viridis', 'Rivinia humilis', 'Solanoides laevis', 'Solanoides pubescens', 'Solanoides undulata', 'Tithonia humilis', 'Tithonia humilis albiflora', 'Tithonia humilis glabra', 'Tithonia humilis humilis', 'Tithonia humilis purpurascens']","['ncbi:3533', 'worms:418676', 'gbif:3084027', 'irmng:10194853']",Rivina humilis,both
XX 0 FRIBG 10002021,,,,,,Saxifragaceae,,,,Rodgersia podophylla A. Gray,SystÃ¨me 2,Rodgersia podophylla,95.0,rodgersia podophylla,False,False,ICN,1.0,rodgersia podophylla,[],False,False,Rodgersia podophylla,429366.0,species,ott3.3draft1,"['Astilbe podophylla', 'Rodgersia japonica']","['ncbi:262050', 'gbif:3754587']",Rodgersia podophylla,both
HR 0 WURZB 20090302,,,,,,Iridaceae,,,,Romulea bulbocodium (L.) Sebast. et Mauri,GÃ©ophytes,Romulea bulbocodium,90.0,romulea bulbocodium,False,False,ICN,1.0,romulea bulbocodium,[],False,False,Romulea bulbocodium,348227.0,species,ott3.3draft1,"['Crocus bulbocodium', 'Ixia bulbocodium', 'Romulea bulbocodium bulbocodium', 'Trichonema bulbocodium']","['ncbi:1150688', 'gbif:2743687']",Romulea bulbocodium,both
XX 0 FRIBG 10002024,,,,,,Rosaceae,,,,Rosa 'AimÃ© Vibert',Roseraie,Rosa glauca,86.0,rosa glauca,False,False,ICN,1.0,rosa glauca,['incertae_sedis_inherited'],False,False,Rosa glauca,333889.0,species,ott3.3draft1,"['Rosa caesia glauca', 'Rosa cinnamomea rubrifolia', 'Rosa cinnamonea rubrifolia', 'Rosa ferruginea', 'Rosa glaucescens', 'Rosa gutensteinensis', 'Rosa ilseana', 'Rosa livida', 'Rosa lurida', 'Rosa rubicunda', 'Rosa rubrifolia', 'Rosa rubrifolia cinnamoneoides', 'Rosa rubrifolia senticosiformis']","['ncbi:74637', 'gbif:3003709', 'irmng:10188513', 'irmng:10583372', 'irmng:10765518', 'irmng:10584964', 'irmng:10184052', 'irmng:10586527']",Rosa glauca,both
XX 0 FRIBG 10002027,,,,,,Rosaceae,,,,Rosa 'American Pillar',Roseraie,Rosa abietina,86.0,rosa abietina,False,False,ICN,1.0,rosa abietina,['incertae_sedis_inherited'],False,False,Rosa abietina,775486.0,species,ott3.3draft1,"['Rosa communis abietina', 'Rosa dematranea', 'Rosa favratii', 'Rosa gisleri', 'Rosa glauca abietina', 'Rosa guentheri', 'Rosa obtusifolia abietina', 'Rosa thomasii']","['ncbi:267228', 'gbif:7914926', 'irmng:10187489', 'irmng:10179730', 'irmng:10587020', 'irmng:11169963', 'irmng:10765245']",Rosa abietina,both
