ott_id,organism_otol_kingdom,organism_otol_phylum,organism_otol_class,organism_otol_order,organism_otol_family,organism_otol_genus,organism_otol_species,organism_otol_unique_name,organism_otol_kingdom_ott_id_ott_id,organism_otol_phylum_ott_id,organism_otol_class_ott_id,organism_otol_order_ott_id,organism_otol_family_ott_id,organism_otol_genus_ott_id,organism_otol_species_ott_id,flags,rank
157782,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,,Impatiens congolensis,5268475,916750,99252,648892,289350,928414,,[],species
157916,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Vangueria,,Vangueria esculenta,5268475,916750,99252,524062,1014022,985520,,[],species
158103,Archaeplastida,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,,Solanum pyracanthum,5268475,916750,99252,1050255,473827,1020645,,['sibling_higher'],species
158500,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Acanthaceae,Eranthemum,,Eranthemum pulchellum,5268475,916750,99252,23736,504642,1057236,,[],species
159085,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Hoya,,Hoya gracilis,5268475,916750,99252,524062,524059,225992,,['sibling_higher'],species
160980,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Lunaria,,Lunaria rediviva,5268475,916750,99252,8844,309271,464803,,[],species
161159,Archaeplastida,Streptophyta,Magnoliopsida,Zingiberales,Zingiberaceae,Hedychium,,Hedychium coronarium,5268475,916750,99252,627015,207467,207491,,[],species
161528,Archaeplastida,Streptophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,,Linum narbonense,5268475,916750,99252,429482,1000257,1000260,,[],species
161914,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria,,Arenaria serpyllifolia,5268475,916750,99252,216628,317818,842196,,[],species
162001,Archaeplastida,Streptophyta,Magnoliopsida,Cornales,Hydrangeaceae,Hydrangea,,Hydrangea macrophylla,5268475,916750,99252,229290,120960,417116,,[],species
162547,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,,Prunus avium,5268475,916750,99252,208031,208036,731578,,['sibling_higher'],species
162685,Archaeplastida,Streptophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,,Viola pumila,5268475,916750,99252,429482,224730,295597,,[],species
162701,Archaeplastida,Streptophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,,Viola canina,5268475,916750,99252,429482,224730,295597,,[],species
163280,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,,Ribes uva-crispa,5268475,916750,99252,648890,488526,560321,,[],species
163404,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Paeoniaceae,Paeonia,,Paeonia peregrina,5268475,916750,99252,648890,432991,747767,,[],species
163406,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Paeoniaceae,Paeonia,,Paeonia obovata,5268475,916750,99252,648890,432991,747767,,[],species
163410,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Paeoniaceae,Paeonia,,Paeonia lutea,5268475,916750,99252,648890,432991,747767,,[],species
163414,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Paeoniaceae,Paeonia,,Paeonia mascula,5268475,916750,99252,648890,432991,747767,,[],species
163915,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Asperula,,Asperula taurina,5268475,916750,99252,524062,1014022,892949,,[],species
164046,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Ferula,,Ferula gummosa,5268475,916750,99252,372834,372831,436007,,[],species
164204,Archaeplastida,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,,Salix babylonica,5268475,916750,99252,429482,530183,458856,,['sibling_higher'],species
164209,Archaeplastida,Streptophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,,Salix alba (species in kingdom Archaeplastida),5268475,916750,99252,429482,530183,458856,,['sibling_higher'],species
164357,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Pteridaceae,Adiantum,,Adiantum capillus-veneris,5268475,916750,166292,93178,164361,164367,,[],species
164364,Archaeplastida,Streptophyta,Polypodiopsida,Salviniales,Marsileaceae,Marsilea,,Marsilea quadrifolia,5268475,916750,166292,24284,164369,164371,,[],species
164367,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Pteridaceae,,,Adiantum,5268475,916750,166292,93178,164361,,,[],genus
164503,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Seseli,,Seseli libanotis,5268475,916750,99252,372834,372831,1005113,,['sibling_higher'],species
164658,Archaeplastida,Streptophyta,,Cupressales,Sciadopityaceae,Sciadopitys,,Sciadopitys verticillata,5268475,916750,,5435764,641404,212371,,[],species
164859,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Phalaris,,Phalaris canariensis,5268475,916750,99252,921871,508090,651214,,[],species
165869,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Iris,,Iris lutescens,5268475,916750,99252,557124,1087540,229529,,[],species
166508,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Anthericum,,Anthericum ramosum,5268475,916750,99252,557124,17704,655588,,[],species
166577,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Maxillaria,,Maxillaria humilis,5268475,916750,99252,557124,568878,526986,,['sibling_higher'],species
166610,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Clerodendrum,,Clerodendrum thomsoniae,5268475,916750,99252,23736,544714,274806,,[],species
168258,Archaeplastida,Streptophyta,Magnoliopsida,Zingiberales,Zingiberaceae,Curcuma,,Curcuma longa,5268475,916750,99252,627015,207467,253149,,[],species
168968,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Leptotes,,Leptotes bicolor,5268475,916750,99252,557124,568878,168969,,[],species
169405,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Gesneriaceae,Episcia,,Episcia punctata,5268475,916750,99252,23736,913162,413810,,[],species
169444,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Phalaenopsis,,Phalaenopsis fasciata,5268475,916750,99252,557124,568878,108450,,[],species
169871,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,,Ranunculus arvensis,5268475,916750,99252,872975,387826,387812,,['sibling_higher'],species
170173,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Derris,,Derris elliptica,5268475,916750,99252,956360,560323,383464,,[],species
171970,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,,Papaver orientale,5268475,916750,99252,872975,438092,438123,,[],species
172689,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Papilionanthe,,Papilionanthe teres,5268475,916750,99252,557124,568878,623401,,[],species
172927,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Hyacinthaceae,Muscari,,Muscari neglectum,5268475,916750,99252,557124,47206,341599,,[],species
172935,Archaeplastida,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Fritillaria,,Fritillaria raddeana,5268475,916750,99252,258488,781605,172933,,[],species
173924,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Globularia,,Globularia trichosantha,5268475,916750,99252,23736,1041309,628260,,[],species
173973,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rheum,,Rheum officinale,5268475,916750,99252,216628,904376,279975,,[],species
174038,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Trichostigma,,Trichostigma peruvianum,5268475,916750,99252,216628,216633,174040,,[],species
174042,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Cyperaceae,Carex,,Carex bicolor,5268475,916750,99252,921871,105574,8151,,['sibling_higher'],species
174049,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Cyperaceae,Carex,,Carex alba,5268475,916750,99252,921871,105574,8151,,['sibling_higher'],species
174055,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Cyperaceae,Carex,,Carex atrata,5268475,916750,99252,921871,105574,8151,,['sibling_higher'],species
175614,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Ixioliriaceae,Ixiolirion,,Ixiolirion tataricum,5268475,916750,99252,557124,610688,576205,,[],species
175768,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Iridaceae,Ferraria,,Ferraria crispa,5268475,916750,99252,557124,1087540,175769,,[],species
176054,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,,Rhododendron calendulaceum,5268475,916750,99252,648892,66730,66726,,[],species
176177,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,,Prunus lusitanica,5268475,916750,99252,208031,208036,731578,,['sibling_higher'],species
176693,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,,Potentilla erecta,5268475,916750,99252,208031,208036,187939,,['incertae_sedis_inherited'],species
176695,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,,Potentilla micrantha,5268475,916750,99252,208031,208036,187939,,['incertae_sedis_inherited'],species
176697,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,,Potentilla nivea,5268475,916750,99252,208031,208036,187939,,['incertae_sedis_inherited'],species
176699,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Alchemilla,,Alchemilla alpina,5268475,916750,99252,208031,208036,533379,,[],species
176706,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Sibbaldia,,Sibbaldia procumbens,5268475,916750,99252,208031,208036,176704,,[],species
176708,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Dryas,,Dryas octopetala,5268475,916750,99252,208031,208036,644048,,[],species
176900,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Selenicereus,,Selenicereus grandiflorus,5268475,916750,99252,216628,584111,53641,,[],species
176903,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Selenicereus,,Selenicereus hamatus,5268475,916750,99252,216628,584111,53641,,[],species
177269,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,,Teucrium pyrenaicum,5268475,916750,99252,23736,544714,950290,,[],species
177675,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Cistaceae,Cistus,,Cistus monspeliensis,5268475,916750,99252,229284,343135,343133,,[],species
177677,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Cistaceae,Cistus,,Cistus crispus,5268475,916750,99252,229284,343135,343133,,[],species
177734,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Cochlearia,,Cochlearia officinalis,5268475,916750,99252,8844,309271,390152,,[],species
177918,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,,Lathyrus linifolius,5268475,916750,99252,956360,560323,1036594,,[],species
178312,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium,,Eupatorium cannabinum,5268475,916750,99252,1042120,46248,394959,,[],species
178404,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Cyperaceae,Carex,,Carex buchananii,5268475,916750,99252,921871,105574,8151,,['sibling_higher'],species
178865,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Hoya,,Hoya australis,5268475,916750,99252,524062,524059,225992,,['sibling_higher'],species
178872,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,Fockea,,Fockea edulis,5268475,916750,99252,524062,524059,65870,,[],species
178897,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Apocynaceae,,,Huernia,5268475,916750,99252,524062,524059,,,[],genus
179065,Archaeplastida,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,,Lonicera nigra,5268475,916750,99252,659705,69534,649885,,[],species
179150,Archaeplastida,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,,Rhododendron vaseyi,5268475,916750,99252,648892,66730,66726,,[],species
179381,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Polygalaceae,Polygala,,Polygala vulgaris,5268475,916750,99252,956360,299382,414981,,[],species
179413,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Masdevallia,,Masdevallia infracta,5268475,916750,99252,557124,568878,179411,,[],species
181008,Archaeplastida,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,,Euphorbia nicaeensis,5268475,916750,99252,429482,914245,109494,,[],species
181410,Archaeplastida,Streptophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,,Epilobium dodonaei,5268475,916750,99252,648898,1015483,139464,,[],species
181426,Archaeplastida,Streptophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,,Epilobium canum,5268475,916750,99252,648898,1015483,139464,,[],species
182586,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Tolmiea,,Tolmiea menziesii,5268475,916750,99252,648890,1035588,26026,,[],species
182588,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Tellima,,Tellima grandiflora,5268475,916750,99252,648890,1035588,26029,,[],species
182593,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,,Saxifraga oppositifolia,5268475,916750,99252,648890,1035588,1035571,,[],species
182712,Archaeplastida,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,,Geranium versicolor,5268475,916750,99252,648900,948914,948948,,[],species
182954,Archaeplastida,Streptophyta,Magnoliopsida,Fagales,Betulaceae,Corylus,,Corylus colurna,5268475,916750,99252,267709,791138,424333,,[],species
183440,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Tillandsia,,Tillandsia juncea,5268475,916750,99252,921871,627035,707132,,[],species
183441,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Wallisia,,Wallisia cyanea,5268475,916750,99252,921871,627035,5325856,,[],species
183572,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,,Lotus corniculatus,5268475,916750,99252,956360,560323,879017,,[],species
184315,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Acanthaceae,Justicia,,Justicia brandegeeana,5268475,916750,99252,23736,504642,659743,,['sibling_higher'],species
184703,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,,Bupleurum rotundifolium,5268475,916750,99252,372834,372831,892024,,[],species
184740,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Stipa,,Stipa capillata,5268475,916750,99252,921871,508090,521693,,['sibling_higher'],species
185022,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Crassulaceae,Pachyphytum,,Pachyphytum compactum,5268475,916750,99252,648890,509332,509334,,[],species
185192,Archaeplastida,Streptophyta,,Ephedrales,Ephedraceae,Ephedra,,Ephedra fragilis,5268475,916750,,673434,673429,673430,,[],species
186557,Archaeplastida,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,,Geranium macrorrhizum,5268475,916750,99252,648900,948914,948948,,[],species
186959,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Chrysopogon,,Chrysopogon gryllus,5268475,916750,99252,921871,508090,186955,,['incertae_sedis_inherited'],species
187697,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Alchemilla,,Alchemilla vulgaris,5268475,916750,99252,208031,208036,533379,,[],species
187939,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,,,Potentilla,5268475,916750,99252,208031,208036,,,['incertae_sedis'],genus
188564,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,,Dianthus deltoides,5268475,916750,99252,216628,317818,317820,,[],species
188594,Archaeplastida,Streptophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga,,Saxifraga hirculus,5268475,916750,99252,648890,1035588,1035571,,[],species
188635,Archaeplastida,Streptophyta,Magnoliopsida,Alismatales,Araceae,Biarum,,Biarum ditschianum,5268475,916750,99252,399481,481972,902474,,[],species
188813,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Anthoxanthum,,Anthoxanthum odoratum,5268475,916750,99252,921871,508090,514147,,[],species
188819,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Brachypodium,,Brachypodium pinnatum,5268475,916750,99252,921871,508090,413242,,[],species
188821,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Brachypodium,,Brachypodium sylvaticum,5268475,916750,99252,921871,508090,413242,,[],species
188824,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Briza,,Briza maxima,5268475,916750,99252,921871,508090,413239,,[],species
188826,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Bromus,,Bromus erectus,5268475,916750,99252,921871,508090,83458,,[],species
188845,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Poaceae,Calamagrostis,,Calamagrostis epigeios,5268475,916750,99252,921871,508090,990220,,[],species
189106,Archaeplastida,Streptophyta,Magnoliopsida,Alismatales,Araceae,Philodendron,,Philodendron angustisectum,5268475,916750,99252,399481,481972,161168,,[],species
189167,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Cyperaceae,Carex,,Carex hirta,5268475,916750,99252,921871,105574,8151,,['sibling_higher'],species
189793,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Erinacea,,Erinacea anthyllis,5268475,916750,99252,956360,560323,189794,,[],species
190369,Archaeplastida,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,,Acer capillipes,5268475,916750,99252,229288,22442,948922,,[],species
190952,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Pteridaceae,Adiantum,,Adiantum pedatum,5268475,916750,166292,93178,164361,164367,,[],species
192305,Archaeplastida,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia,,Aquilegia alpina,5268475,916750,99252,872975,387826,964055,,[],species
193005,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Cyrtanthus,,Cyrtanthus labiatus,5268475,916750,99252,557124,17701,564144,,[],species
193251,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Ferocactus,,Ferocactus pilosus,5268475,916750,99252,216628,584111,1069460,,[],species
193257,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Ferocactus,,Ferocactus herrerae,5268475,916750,99252,216628,584111,1069460,,[],species
193314,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Calanthe,,Calanthe vestita,5268475,916750,99252,557124,568878,193312,,[],species
193317,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Bryobium,,Bryobium hyacinthoides,5268475,916750,99252,557124,568878,657823,,[],species
194274,Archaeplastida,Streptophyta,Magnoliopsida,Trochodendrales,Trochodendraceae,Tetracentron,,Tetracentron sinense,5268475,916750,99252,34591,62524,194277,,[],species
195052,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Gesneriaceae,Ramonda,,Ramonda nathaliae,5268475,916750,99252,23736,913162,912745,,[],species
195131,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Achillea,,Achillea ptarmica,5268475,916750,99252,1042120,46248,828101,,[],species
195639,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,Pteridium,,Pteridium aquilinum,5268475,916750,166292,93178,11446,195643,,[],species
197230,Archaeplastida,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera,,Indigofera heterantha,5268475,916750,99252,956360,560323,759995,,[],species
197613,Archaeplastida,Streptophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,,Equisetum ramosissimum,5268475,916750,166292,719029,719032,719034,,[],species
197647,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Spergula,,Spergula arvensis,5268475,916750,99252,216628,317818,440442,,[],species
198385,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,,Rosa elliptica,5268475,916750,99252,208031,208036,259066,,['incertae_sedis_inherited'],species
